43.57468235,34.42975445,34.42975445,34.42975445,31.27640159,28.00233826,25.79004869,16.05268281,16.05268281,16.05268281,16.05268281,16.05268281,16.05268281,16.05268281,0
76.46427714,64.66324117,54.92558995,54.92558995,54.92558995,51.22008995,47.15858502,44.28127735,30.1549262,30.1549262,30.1549262,30.1549262,30.1549262,30.1549262,1
79.33963774,79.33963774,76.20056366,64.7255046,64.7255046,64.7255046,60.35886316,55.5726978,52.18201613,35.53521803,35.53521803,35.53521803,35.53521803,35.53521803,0
28.31632653,55.81761006,55.81761006,53.6091854,45.53616679,45.53616679,45.53616679,42.46411483,39.0969163,36.7114788,25,25,25,25,0
81.68540674,74.18368571,84.08805786,84.08805786,80.76111247,68.59927939,68.59927939,68.59927939,63.97129761,58.8986837,55.30507218,37.66197521,37.66197521,37.66197521,1
90.60132706,91.76992212,91.76992212,94.65517931,94.65517931,94.65517931,84.50487005,84.50487005,84.50487005,78.80383349,72.55507137,68.12823661,46.39436958,46.39436958,1
83.0108561,83.0108561,85,85,90.05524862,90.05524862,90.05524862,83.63262182,83.63262182,83.63262182,77.99043062,71.8061674,67.42502585,45.91549296,0
44.35858837,66.0217122,66.0217122,70,70,80.11049724,80.11049724,80.11049724,74.39711757,74.39711757,74.39711757,69.37799043,63.87665198,59.97931748,0
56.00002667,52.39569971,70.92969843,70.92969843,74.33334333,74.33334333,82.98343204,82.98343204,82.98343204,77.06515829,77.06515829,77.06515829,71.86603445,66.16740617,1
86.82795699,86.82795699,87.95477035,91.43057085,91.43057085,92.19745223,92.19745223,94.38073394,94.38073394,94.38073394,94.38073394,94.38073394,94.38073394,94.38073394,1
72.88044791,73.1546597,73.1546597,75.32524246,82.16322366,82.16322366,83.70163039,83.70163039,88.14200752,88.14200752,88.14200752,88.14200752,88.14200752,88.14200752,0
6.557330467,47.59955524,48.12938771,48.12938771,52.32339142,65.53575036,65.53575036,68.50826247,68.50826247,77.08796673,77.08796673,77.08796673,77.08796673,77.08796673,0
5.64516129,5.417955314,6.384063808,7.330635228,7.330635228,14.82342627,38.42794637,38.42794637,43.73848343,43.73848343,59.06654123,59.06654123,59.06654123,59.06654123,0
14.28571429,7.692307692,7.468258557,7.468258557,7.468258557,7.468258557,7.468258557,16.76184479,16.76184479,23.94106461,23.94106461,44.6627911,44.6627911,44.6627911,0
39.52236443,32.10264868,18.33453867,17.83728473,17.83728473,17.83728473,17.83728473,17.83728473,20.62479313,20.62479313,27.47083696,27.47083696,47.23090159,47.23090159,1
51.13330133,51.13330133,45.11761882,26.44825931,25.75552036,25.75552036,25.75552036,25.75552036,25.75552036,25.75552036,25.75552036,32.13626046,32.13626046,50.625263,1
