850.7360315,842.1032521,837.7740966,836.2089217,836.2886758,837.7097781,839.3760346,843.1657583,847.3632232,850.3685652,856.5464083,860.5102864,864.5032855,870.0163404,875.3053747,879.31899,884.6159915,887.5315824,888.800003,1
858.9528904,852.5516261,847.864458,845.3178883,843.9014032,844.0323336,844.8095466,847.1326066,850.177843,852.5159091,857.5144471,860.8588463,864.3033485,869.1392979,873.8656459,877.5075821,882.3463124,885.0784242,886.4780027,0
849.6044538,848.775813,846.7186748,845.2098063,844.2145033,844.2742502,844.8533509,846.7060853,849.2458313,851.2382046,855.63728,858.6386078,861.7360032,866.1218856,870.4883653,873.8992405,878.4249496,881.0705818,882.7449825,0
850.0034778,849.4879125,848.1112097,846.9064762,845.9203733,845.7556907,846.0830829,847.4048706,849.4175838,851.0617118,854.8216898,857.4572044,860.2017164,864.1316514,868.114628,871.2686261,875.4613311,877.9835248,879.8159351,1
887.3536477,877.6189563,871.1667258,866.9132743,862.9718169,860.754268,859.8064739,859.0738965,859.5574187,860.3587208,862.4609363,864.2181958,866.2596381,869.333945,872.5179665,875.0960586,878.6416414,880.7601723,882.150001,1
894.0511877,887.4844661,881.6400259,877.2617529,872.7695922,869.903195,868.4414794,866.7291124,866.360079,866.6472342,867.6942923,868.856645,870.394653,872.8359489,875.4233116,877.5662434,880.6060165,882.4191527,883.5179987,0
879.6788758,880.0422211,878.0240059,875.6767487,872.7212516,870.5773902,869.3979336,867.9032851,867.4832605,867.6592003,868.4301449,869.3807114,870.687961,872.8064523,875.0929813,877.0149877,879.7653823,881.437235,882.5353767,0
847.901529,856.1461105,859.7144036,860.9116542,861.1869449,860.9955427,860.8539089,860.7726281,861.1412736,861.6396363,863.0031231,864.1824118,865.5757122,867.7368957,870.0803525,872.0460741,874.7762671,876.5185115,878.0096928,0
815.8075046,828.0730553,835.8286421,840.2016918,843.7486656,845.746657,846.8575098,848.6181025,850.1358444,851.1608981,853.5526547,855.1968741,856.8541425,859.2697838,861.8809513,864.0489599,866.9247591,868.8666604,870.9888204,0
809.0689765,816.9115276,823.7971853,828.4881166,832.9190459,835.7474928,837.4027826,840.044482,842.1463924,843.4410454,846.3822565,848.2743117,850.0572915,852.5798108,855.31363,857.5777753,860.5014094,862.5549943,865.1173266,1
811.9372462,815.1307518,819.6183016,823.3411488,827.341861,830.1481136,831.8706371,834.7055808,836.9630374,838.3255636,841.4274144,843.3849047,845.1752185,847.6760814,850.4038825,852.6684896,855.5505089,857.6344925,860.458265,1
809.0982993,811.4153819,814.8509857,818.0231623,821.743934,824.5360882,826.3113933,829.304467,831.6956928,833.1192198,836.368304,838.3890198,840.1910161,842.6790728,845.4075296,847.6769886,850.5262067,852.6410444,855.7100223,0
814.5599388,814.332691,815.8105914,817.7602871,820.4631628,822.7145661,824.2272728,826.8935736,829.0954681,830.4214525,833.5005584,835.429557,837.1398609,839.5004387,842.1130986,844.2995929,847.032205,849.10194,852.2486203,1
824.3687878,821.7663515,821.1663597,821.6497936,822.9531648,824.3359276,825.3710028,827.3548613,829.114286,830.2138076,832.8554765,834.5574207,836.083861,838.2128853,840.6022675,842.6235394,845.1598247,847.1117472,850.1742455,1
