849.200012,829.050008,828.325012,824.0700072,820.5916747,823.6500069,828.7937545,830.8944498,834.9400024,837.5318215,842.712504,847.8269277,853.3214329,859.0866699,865.628128,871.4235336,877.0777824,883.3921091,888.800003,1
863.850006,853.800008,837.537506,835.2600096,830.5583393,826.6500069,828.568756,832.5944484,834.1050048,837.4909113,839.6541697,844.2730806,848.9107186,853.9666707,859.331253,865.4735322,870.9555596,876.3368465,882.3725036,0
854,857.5666707,851.600006,839.0300048,836.8833413,832.6214337,828.943756,830.3944498,833.8350036,835.0954589,838.1166687,840.0653874,844.3250034,848.650004,853.4062537,858.4882381,864.3361138,869.5894775,874.7700042,0
847.600006,852.7333373,855.725006,851.3200072,840.8916727,838.7857229,834.818756,831.3055622,832.375006,835.3227316,836.3541717,839.0461566,840.7892891,844.7166707,848.7468795,853.2176513,858.0277811,863.5921084,868.6200042,1
877.975006,866.9833373,865.987503,865.7300048,860.3916727,850.157148,847.1562575,842.7000053,838.750006,839.04546,841.1916707,841.6923123,843.8107169,845.1200032,848.5312537,852.1000042,856.1361151,860.5394768,865.700003,1
901.549988,884.4333293,874.574997,872.2599976,871,865.6714303,856.0562515,852.7333373,848.1650024,844.077276,843.9041697,845.5115403,845.6678597,847.3800008,848.3843765,851.4029433,854.6138916,858.3052657,862.3800018,0
884.974976,891.899984,881.474991,874.1799928,872.3166607,871.228568,866.5374985,857.8944431,854.7200012,850.3863636,846.4541677,846.1115394,847.4464286,847.4633341,848.9562492,849.8088235,852.5805562,855.5605276,859.0200012,0
852.424988,867.399984,876.987488,871.6299928,867.1916607,866.592852,866.356247,862.7277764,855.3299988,852.6772738,848.875,845.3615394,845.1214294,846.4333333,846.5125008,847.9735287,848.8333333,851.5105269,854.3950012,0
816.125,834.949992,850.549988,861.5899904,859.6916607,857.592852,858.2687455,858.9833307,856.4549988,850.2999989,848.287501,845.1153846,842.1214294,842.1133341,843.53125,843.7764713,845.3083327,846.2631579,848.9350006,0
802.875,812.6666667,827.649994,841.5899904,852.2833253,851.9857091,851.1124955,852.4333293,853.6599976,851.8454535,846.587499,845.0153855,842.3035714,839.6966675,839.8406258,841.3088235,841.6638896,843.2263152,844.2375,1
809.549988,806.3666587,812.837494,824.7899904,836.8833213,846.7214183,847.1562425,846.91666,848.524994,849.9954502,848.637497,844.0307665,842.7535706,840.3733317,838.0499992,838.2823522,839.7555542,840.1736836,841.7324982,1
810.524994,808.9333293,806.699997,811.8099976,821.9416607,832.7142771,841.8437425,842.7722169,842.9949952,844.813632,846.4708303,845.4884597,841.4357126,840.4166667,838.3312492,836.2647059,836.5833333,838.0684204,838.55,0
812.475006,812.7666627,811.012497,808.8099976,812.7166647,821.2714234,830.7812425,839.1111044,840.2199952,840.6545411,842.5166627,844.2230742,843.4714269,839.8233317,838.96875,837.0911758,835.2083333,835.5657895,837.0274994,1
823.225006,818.050008,816.875,814.65,812.2083333,815.0714286,822.262497,830.6055502,838.1199952,839.2181785,839.699997,841.4923049,843.1499983,842.5199992,839.1593742,838.3941184,836.6527778,834.8921059,835.2475006,1
820.825012,819.6333413,816.650009,815.9900024,814.2833353,812.2428589,814.7437515,821.1722209,828.7899964,835.7863604,836.987498,837.6038443,839.4178554,841.1033325,840.640625,837.5882353,836.9527791,835.378948,833.7700012,0
809.325012,815.950012,816.275009,814.5600096,814.3583373,813.1285749,811.487503,813.7944471,819.675,826.7363615,833.3208313,834.6192298,835.3607134,837.2033325,838.921875,838.6147066,835.8444451,835.3342124,833.9200012,0
