9.026915005,5.882320586,25.37852244,19.72690518,25.28479615,19.18852254,18.04813387,16.44808532,15.14830215,13.45612733,13.43106784,12.88806547,11.6471278,13.56632654,1
100,37.16601134,27.14372,39.39990377,31.9632969,35.99849165,28.29742258,26.79518354,24.65294683,22.88235848,20.5353219,20.50020166,19.73656033,17.97225477,0
33.80533755,38.02816621,23.14675385,18.81919618,28.80258285,24.61585729,28.106668,23.18103528,22.16314796,20.67700382,19.41687506,17.70024695,17.67414844,17.10360848,0
54.584083,63.13455155,64.48242455,47.1200604,40.68305227,46.19565217,40.93427148,43.09904664,36.89435686,35.55300023,33.55607448,31.82596593,29.41269232,29.37548826,1
100,67.00484153,71.76292664,72.5605203,56.48201237,49.97474078,53.95348837,48.60675361,50.25349835,43.81187961,42.3879557,40.24687277,38.37101296,35.72149171,1
94.80118845,97.81067421,66.01475907,70.85351359,71.6666529,55.93891241,49.54910128,53.53022315,48.26295468,49.90936312,43.5500844,42.1428535,40.02584165,38.17005424,0
0,61.14396975,79.40406999,57.08379151,62.47124254,63.3974269,50.77002034,45.45037116,49.42479509,44.90033318,46.53520823,40.95867391,39.71153456,37.82628339,0
22.41383323,20.8835622,64.75849098,80.46603375,58.69800274,63.7114705,64.57815726,52.05000238,46.72352494,50.52105039,45.9874853,47.55940277,41.95644983,40.69987249,1
100,77.14285714,75.51272957,82.3239032,87.40408633,70.53662443,73.17989034,73.65627673,62.4730949,57.35584816,59.82399486,55.39016399,56.46788926,50.83275829,1
86.86470301,87.85246409,69.70738184,68.37363577,76.55400287,82.94901225,67.60631223,70.40215633,70.90826757,60.48493292,55.6756724,58.17014285,53.96946565,55.05366244,0
0,62.62681002,64.69646909,54.28953259,53.47709573,63.45088323,72.11816269,60.23351779,63.32045504,63.88554235,55.2996135,51.25200425,53.78879508,50.1774308,0
0,0,43.04532597,45.25139665,39.90147783,39.46086084,49.60799894,59.46063407,51.14103534,54.39944215,55.00430353,48.51846246,45.37445152,47.9062188,0
