Date,Open,High,Low,Close,Volume
6/2/2008,253.75,264.350006,241.25,245.962006,7054764
6/3/2008,240,247.5,234.537994,243.787994,4900256
6/4/2008,247.449997,247.449997,236.587006,239.188004,3787856
6/5/2008,241.024994,249.199997,241,245.462006,5905256
6/6/2008,247.5,249.662994,239.449997,241.550003,4137784
6/9/2008,225.561996,241.225006,222.5,228.524994,6140140
6/10/2008,227.5,229.75,216.75,219.75,6155372
6/11/2008,222.5,227.5,220,222.587006,4113368
6/12/2008,223.5,225.600006,214.25,222.061996,2464004
6/13/2008,220,230.475006,220,227.399994,6732432
6/16/2008,229.75,232,225.811996,227.699997,6541784
6/17/2008,226.25,231.75,226.25,230.324997,3504824
6/18/2008,230.199997,230.25,222.75,225.225006,6431336
6/19/2008,220.061996,224.5,220,222,3289068
6/20/2008,224.975006,224.975006,210.386993,215.962006,8157760
6/23/2008,215.962006,219.863007,210.75,214.613007,3572312
6/24/2008,212.5,216.925003,205.850006,211.100006,9287176
6/25/2008,210,221.25,207.824997,219.199997,5914196
6/26/2008,221,224.5,215.100006,220.337006,7028316
6/27/2008,220.337006,220.337006,212.787994,216.375,6260948
6/30/2008,217.75,219.5,212.5,214.550003,3258044
7/1/2008,216.25,218,208.761993,211.925003,5059616
7/2/2008,212.5,222,210,219.125,8141112
7/3/2008,220.25,220.25,205.136993,214.162994,4172528
7/4/2008,217.475006,217.511993,208.875,211.125,3939584
7/7/2008,211.25,216,208,213.061996,1794132
7/8/2008,207.537994,211.25,204.5,207.550003,3947624
7/9/2008,212.5,222.488007,212.5,219.188004,3578548
7/10/2008,217.5,222.25,213.087006,217.100006,3504368
7/11/2008,229.25,235.75,196.350006,199.649994,5523784
7/14/2008,200,200,190.25,191.962006,4559896
7/15/2008,191.962006,196.613007,184.287994,187.662994,4509844
7/16/2008,188.662994,193.412994,178.975006,182.024994,5739900
7/17/2008,183.75,196.725006,182.511993,195.811996,10350716
7/18/2008,195,200.5,187.25,198.462006,8339496
7/21/2008,199.75,203.75,195.75,203.199997,3582068
7/22/2008,204,210.988007,201.511993,207.962006,4241164
7/23/2008,207.5,217.5,204.725006,215.136993,5971420
7/24/2008,218.625,218.625,198.087006,200.636993,11742336
7/25/2008,199.800003,212.375,195.5,199.800003,8842536
7/28/2008,200,204.238007,196.25,201.561996,1969372
7/29/2008,201.675003,203.449997,198,202.238007,2472192
7/30/2008,211.5,211.5,200,209.738007,4420076
7/31/2008,210,210.5,205.375,208.438004,5195580
8/1/2008,206.25,214.238007,202.811996,210.162994,4011724
8/4/2008,203.75,210,202.75,203.837006,5238928
8/5/2008,203.850006,208.75,201.311996,207.425003,4768200
8/6/2008,209.975006,217.488007,209.100006,215.136993,5009932
8/7/2008,214.75,217.475006,211.25,213.337006,3072320
8/8/2008,211.238007,214.25,208.350006,211.274994,2086672
8/11/2008,213,214.449997,206.125,208.488007,3405100
8/12/2008,208.75,210.925003,203.75,204.811996,3323504
8/13/2008,200,209.425003,200,207.074997,3697968
8/14/2008,207.25,211.162994,202.75,208.300003,3741508
8/18/2008,210,213.100006,208.75,210.386993,1956648
8/19/2008,211.125,212.75,208.774994,210.311996,1953300
8/20/2008,210.675003,212.25,208.75,210.399994,1127256
8/21/2008,209,210.5,203.800003,204.462006,1976516
8/22/2008,204.75,206.188004,200.875,204.75,2645284
8/25/2008,206,208.75,204,204.550003,942244
8/26/2008,202.488007,209.238007,202.488007,208.511993,2205004
8/27/2008,205.024994,209,203.274994,204.613007,2131788
8/28/2008,205,206.061996,195.662994,198.087006,6580688
8/29/2008,200,204.988007,200,203.050003,1998500
9/1/2008,203.75,205,201.75,203.738007,1527432
9/2/2008,203.738007,213.25,203.738007,212.199997,2647848
9/4/2008,211.25,213.699997,208.087006,211.050003,2461676
9/5/2008,212.5,212.5,206.25,209.600006,2445368
9/8/2008,215,218.600006,210.5,214.175003,5170432
9/9/2008,213.75,217.925003,210,216.199997,2815328
9/10/2008,215.287994,217.550003,212.024994,212.725006,3063456
9/11/2008,212.725006,217,207.25,209.175003,1908976
9/12/2008,216.25,216.25,200.238007,202.636993,3573964
9/15/2008,195,199.75,186.25,190.149994,8550948
9/16/2008,187.375,187.75,181.25,187.212006,5072364
9/17/2008,187,191.162994,182,182.524994,4200868
9/18/2008,182,187.25,167.75,180.287994,6357104
9/19/2008,194.925003,194.925003,182.524994,191.712006,9544368
9/22/2008,217,217,188.25,191.699997,4472944
9/23/2008,178.837006,191.925003,178.837006,180.25,2966120
9/24/2008,181.136993,187,172.574997,178.261993,7380724
9/25/2008,178.274994,179.962006,167.761993,172.100006,15122632
9/26/2008,175,175,166.550003,169.050003,4217244
9/29/2008,169.699997,169.699997,153,155,5578636
9/30/2008,148,169.175003,147.5,166.399994,8391372
10/1/2008,167.399994,171.225006,161.337006,167.938004,6017916
10/3/2008,166.238007,166.238007,160.587006,164.375,4172404
10/6/2008,162.811996,162.811996,150,154.75,5882984
10/7/2008,157.787994,166.25,141.5,143.975006,8884604
10/8/2008,138.75,140.738007,127,136.649994,8301380
10/10/2008,135,137.5,120.099998,131.199997,13742076
10/13/2008,131.988007,150.725006,131.199997,143.212006,13866024
10/14/2008,149.75,154.850006,145.337006,148.175003,7424624
10/15/2008,146.25,147.162994,133.824997,135.774994,5308752
10/16/2008,131.25,132.175003,116.974998,123.75,8031800
10/17/2008,125,132.25,111.25,113.462997,9743540
10/20/2008,124.162003,126.25,113.811996,122.837997,12413060
10/21/2008,134.600006,141.975006,123.337997,139.774994,11804900
10/22/2008,138.75,138.75,127.775002,136.662994,6020668
10/23/2008,131.162994,147,125.311996,136.824997,10501016
10/24/2008,125.925003,134.100006,110,124.712997,8479936
10/27/2008,120.25,129.5,103.837997,124.188004,8972576
10/29/2008,140.5,143.75,132.561996,135.199997,10955572
10/31/2008,142.25,148.75,132.438004,134.375,10375980
11/3/2008,139.988007,145.75,131.761993,136.850006,7532020
11/4/2008,149.149994,149.149994,122.5,127.125,9422540
11/5/2008,128.75,137.225006,125,126.599998,9233164
11/6/2008,132.125,132.125,120.525002,125.050003,7861916
11/7/2008,125,133.75,121.438004,131.287994,5877720
11/10/2008,137.475006,138.125,128.761993,136.613007,4099016
11/11/2008,135.5,136.938004,130,132.212006,6498776
11/12/2008,132.212006,138.613007,128.761993,133.725006,7742044
11/14/2008,136.25,137.125,130.875,132.712006,6617464
11/17/2008,132.25,134.25,126.375,129.75,8090972
11/18/2008,130,130,120,120.787003,9755152
11/19/2008,122.5,124,117.925003,120.662003,8175088
11/20/2008,120,120,115,118.25,5016448
11/21/2008,117.425003,129.25,115,126.612999,6845692
11/24/2008,126,132.912994,122.561996,129.975006,8370556
11/25/2008,129.774994,134.988007,125.012001,126,5774020
11/26/2008,125.811996,132.5,124.287003,131.863007,6135556
11/28/2008,129.5,142,129.5,139.850006,12138064
12/1/2008,139.850006,148.438004,139.087006,141.037994,11958704
12/2/2008,142.5,142.5,130.761993,133.212006,6658808
12/3/2008,134.087006,137.925003,130.399994,133.699997,9997992
12/4/2008,133.75,138.425003,125.837997,137.350006,8256508
12/5/2008,134.600006,136.324997,129.561996,130.449997,7105448
12/8/2008,133.75,136.561996,128.100006,130.561996,7621404
12/10/2008,137.449997,139.199997,132.375,135.261993,8088380
12/11/2008,137.425003,137.425003,125.5,126.912003,7300252
12/12/2008,127.487999,127.487999,118.811996,120.324997,7121036
12/15/2008,125.5,125.5,116.811996,117.412003,5997716
12/16/2008,117.5,121.224998,116.25,119.837997,5847868
12/17/2008,121.337997,123,118,119.324997,6476068
12/18/2008,118.724998,128.524994,118,127.625,5723936
12/19/2008,125.75,133.5,123.525002,128.386993,4943988
12/22/2008,129.875,129.875,125.849998,127.637001,4106852
12/23/2008,123.800003,127.900002,123.061996,125.150002,3567120
12/24/2008,124.175003,126.188004,118.061996,119.537003,9148436
12/26/2008,116.300003,123.75,116.300003,117.912003,3154564
12/29/2008,119,119.875,115,119.199997,4875608
12/30/2008,121.25,123.375,117.5,120.637001,3522528
12/31/2008,123.074997,123.074997,118.061996,119.474998,2543696
1/2/2009,124.262001,127.175003,123.537003,124.574997,5375740
1/5/2009,125.5,130.75,124.5,128.811996,4829776
1/6/2009,128.75,130.5,124.561996,126.599998,5918992
1/7/2009,129.75,129.949997,116.150002,126.199997,9013828
1/9/2009,124.974998,137.449997,121.25,134.238007,14219980
1/12/2009,127.912003,132.5,126.275002,128.136993,7595416
1/13/2009,124.900002,134.25,122.050003,131.412994,13359808
1/14/2009,132,139.399994,132,134.738007,5958904
1/15/2009,130,130.75,124.587997,127.612999,7171524
1/16/2009,127.175003,129.75,121.625,125.75,9790076
1/19/2009,129.475006,129.475006,121.824997,125.188004,6868376
1/20/2009,123.675003,126.974998,122.5,124.112999,4635196
1/21/2009,122.75,125.25,121.25,123.074997,3669860
1/22/2009,123.75,126.012001,120.787003,124.150002,4848136
1/23/2009,122.525002,124.724998,120.824997,121.537003,3031220
1/27/2009,122.75,128.75,122.75,124.775002,5243956
1/28/2009,118.800003,127.5,118.800003,126.862999,4789396
1/29/2009,128.011993,129.5,124.025002,128.5,10017036
1/30/2009,126.25,128.75,124.574997,127.900002,8707524
2/2/2009,127.199997,127.199997,121.787003,122.824997,3234692
2/3/2009,123.25,127.449997,123.25,124.962997,3808560
2/4/2009,125.75,128.225006,123.25,124.662003,2484756
2/5/2009,125,125.650002,119.561996,120.724998,4341548
2/6/2009,122.5,126.974998,121.75,125.699997,6840388
2/9/2009,125,130.912994,124.162003,128.75,4595224
2/10/2009,129.25,132,127.75,131.149994,6790772
2/11/2009,129.5,130.75,128,128.688004,4502732
2/12/2009,128,128.925003,126.025002,127.474998,2844372
2/13/2009,127.5,130,126.75,127.800003,3257208
2/16/2009,126.900002,128.738007,124.5,125.188004,2501996
2/17/2009,124,124.949997,120,121.311996,2950388
2/18/2009,120.337997,122.724998,119.25,120.188004,2629412
2/19/2009,120.5,123.199997,119.75,122.375,3477072
2/20/2009,121.625,121.875,116.074997,118.512001,4771388
2/24/2009,117.5,118.925003,115.125,117.224998,4495532
2/25/2009,117.5,121.199997,117.5,120.188004,5517928
2/26/2009,120.25,122.650002,119.25,120.550003,8808288
2/27/2009,120.5,122.25,113.811996,120.775002,6750148
3/2/2009,118.525002,120.5,113.699997,114.962997,3988944
3/3/2009,113,116.5,109.837997,111.550003,3560896
3/4/2009,112,116.112999,111.550003,115.137001,3258300
3/5/2009,116.237999,117.724998,114.5,115.800003,4284496
3/6/2009,115,121.212997,114.412003,120.425003,5805604
3/9/2009,117.775002,120,114.75,115.75,4535184
3/12/2009,115.412003,121.25,115.412003,119.349998,8617456
3/13/2009,118.337997,127.5,118.337997,126.712997,10199700
3/16/2009,127.5,130.699997,125.599998,129.949997,4672896
3/17/2009,128.75,129.5,123.262001,124.387001,6946172
3/18/2009,125,128.625,125,126.287003,6413800
3/19/2009,126.375,129.5,125.400002,128.738007,7382584
3/20/2009,132.225006,132.225006,126.375,127.449997,4139380
3/23/2009,131.125,132.399994,127.75,129.912994,4587312
3/24/2009,130.550003,133.125,128.050003,130.412994,6681544
3/25/2009,125.912003,132.475006,125.912003,131.5,3831616
3/26/2009,128.162994,144.488007,128.162994,139.613007,15230328
3/27/2009,134.162994,146.25,134.162994,143.712006,7079424
3/30/2009,133.438004,142.5,129.5,130.811996,5148188
3/31/2009,131.25,135.975006,131.25,134.636993,4777672
4/1/2009,134,138.449997,130.125,136.125,6724568
4/2/2009,136.412994,146.75,136.412994,144.688004,8503764
4/6/2009,146.199997,148.5,143.925003,144.886993,5414580
4/8/2009,146.274994,153.425003,140.25,151.037994,10193512
4/9/2009,153,154.975006,148.561996,150.636993,6586724
4/13/2009,151.125,152.25,143.800003,148.061996,4121008
4/15/2009,137.886993,145.449997,137.511993,144.425003,9767236
4/16/2009,145,147.25,141.800003,143.011993,8868964
4/17/2009,144.199997,149.875,141.274994,143.274994,6664024
4/20/2009,138.188004,145.449997,138.188004,140.350006,5330200
4/21/2009,144.899994,147.125,136.25,137.688004,11488980
4/22/2009,140,141.149994,134.287994,135.738007,6584924
4/23/2009,137.375,143.212006,136.300003,142.024994,7373712
4/24/2009,139.988007,146.75,139.988007,145.975006,5377524
4/27/2009,145.962006,152.199997,143.125,150.475006,8141124
4/28/2009,149.774994,151.962006,144.087006,149.625,8388692
4/29/2009,150.5,157.25,150.5,155.899994,10531292
5/4/2009,157.75,174.899994,157.537994,166.600006,11142936
5/5/2009,167.25,168.738007,159.024994,162.75,8822316
5/6/2009,159.561996,162.425003,153.75,158.837006,52522096
5/7/2009,159,161.25,154.824997,157.925003,7738864
5/8/2009,157,160.5,154.625,157.738007,9001752
5/11/2009,159.625,159.912994,152.25,153.811996,5298612
5/12/2009,152.5,161.449997,152.5,160.274994,9487452
5/13/2009,160.5,161.225006,153.75,155.425003,7324800
5/14/2009,154.5,156.75,151.324997,154.949997,9443176
5/15/2009,156,163.712006,156,161.011993,10942472
5/18/2009,191.649994,197.899994,173.75,185.962006,73380
5/19/2009,187.5,187.5,163.899994,167.438004,13015576
5/20/2009,167.5,175.488007,165.75,169.162994,8507664
5/21/2009,167.5,171.25,161,161.863007,4459324
5/22/2009,157.5,161.25,157.5,158.511993,5861456
5/25/2009,159,161,155.662994,157.837006,5673644
5/26/2009,158.738007,159.912994,155.125,156.113007,6058900
5/27/2009,157.699997,163,157.699997,162.136993,9222868
5/28/2009,155.850006,168.475006,155.850006,165.800003,16863676
5/29/2009,167.188004,177.5,163.162994,176.149994,13871224
6/1/2009,168.337006,177.462006,168.337006,174.412994,7905804
6/2/2009,175,177.5,172.5,173.688004,4118172
6/3/2009,172.5,176.188004,170.774994,174.212006,3914944
6/4/2009,171.75,177.25,171.587006,176.800003,7020704
6/5/2009,177.25,182.175003,174.087006,180.337006,13220132
6/8/2009,181.175003,187.438004,180,185.524994,9267824
6/9/2009,182.774994,198.75,182.774994,195.537994,9690708
6/10/2009,196.25,201.25,191.811996,195.449997,9383796
6/11/2009,197,198.113007,192.5,193.774994,3883200
6/12/2009,196.25,198.699997,190.300003,191.136993,6358660
6/15/2009,191.175003,196.25,188.75,194.5,6595868
6/16/2009,191.649994,196.75,185.600006,194.574997,4344006
6/17/2009,196,197.5,187.5,189.375,3741568
6/18/2009,189,196.5,186.024994,188.199997,4753108
6/19/2009,188.5,196,187.5,189.899994,7727732
6/22/2009,192.199997,193.899994,184,184.824997,4106208
6/23/2009,180,188.875,179,183.324997,5135694
6/24/2009,186.475006,194.25,180.100006,190.875,7303954
6/25/2009,191,196,185.149994,190.25,9694662
6/26/2009,191.25,202.199997,188.274994,198.699997,6099700
6/29/2009,199.925003,201,191.675003,193.100006,4745206
6/30/2009,193.75,199,191.574997,194.925003,5923948
7/1/2009,193.550003,197.5,191.225006,196.475006,3684738
7/2/2009,195,197.649994,190.600006,195,3715428
7/3/2009,192.5,196.199997,192.5,195.475006,2919844
7/6/2009,198.5,199.225006,189.175003,190.350006,4488916
7/7/2009,192,196.625,190,194.574997,3804568
7/8/2009,194.350006,194.449997,184.125,190.574997,6694766
7/9/2009,191.050003,195.550003,185.5,194.074997,3964808
7/10/2009,195.5,200.725006,195,197.574997,7468748
7/13/2009,195,200.5,194.125,198.75,5119832
7/14/2009,202.5,205.550003,200.199997,203.475006,4464136
7/15/2009,205.449997,213.649994,205,211.574997,4470094
7/16/2009,214,217.399994,206.600006,209.899994,7596876
7/17/2009,210.699997,222.875,210.5,217.050003,9094956
7/20/2009,222.5,257.450012,222.5,250.274994,34539536
7/21/2009,251.5,256.575012,237.024994,238.800003,13005820
7/22/2009,241.850006,242.5,226.149994,233.149994,10674690
7/23/2009,235.5,241.449997,235,237.824997,7662678
7/24/2009,245,245,238,242.274994,7909322
7/27/2009,241,244.475006,238.550003,240.149994,4652338
7/28/2009,242.175003,242.475006,235.649994,240.324997,6334984
7/29/2009,240,252.350006,237.5,249.899994,11072150
7/30/2009,252.625,272.5,245.125,266.549988,15672482
7/31/2009,269.5,270,260.700012,262.975006,5634966
8/3/2009,265,267.424988,260.549988,265.825012,3520548
8/4/2009,260.25,270.600006,260.25,265.075012,5481292
8/5/2009,264.75,268.475006,253.774994,264.5,6424010
8/6/2009,264.5,267.200012,257.100006,258.700012,4178748
8/7/2009,258.299988,260.975006,253.050003,254.550003,4552666
8/10/2009,257.575012,275.875,257,269.524994,10623976
8/11/2009,268.75,279,267.049988,270.950012,8843480
8/12/2009,267.5,268,255.5,259.825012,11326536
8/13/2009,267.200012,267.200012,259.799988,263.375,10033928
8/14/2009,265,265,259,260.75,5151814
8/17/2009,258.399994,258.75,252.625,255.074997,5962820
8/18/2009,252.5,257.424988,249.75,254.425003,8149844
8/19/2009,256.399994,257.350006,247,249.024994,5603370
8/20/2009,252.449997,254.199997,249.050003,250.5,3660960
8/21/2009,251,256.25,247.5,254.625,6929022
8/24/2009,257.975006,262.924988,256.774994,260.774994,4207204
8/25/2009,259,265.5,257.049988,264.149994,5529298
8/26/2009,263.350006,277.5,263.274994,274.25,8852624
8/27/2009,275,283,270.5,273.875,10230928
8/28/2009,272.875,275,265.549988,270.399994,4563136
8/31/2009,265.5,266.899994,260.649994,263.524994,7170352
9/1/2009,267.5,268.174988,259.549988,263.450012,9862194
9/2/2009,260.5,271.450012,260.5,267.299988,8161418
9/3/2009,269.950012,272.200012,265.225006,266.825012,7796744
9/4/2009,270,272,263.600006,265.950012,6263446
9/7/2009,267.899994,276.774994,266.799988,275.475006,5925720
9/8/2009,275.950012,285.25,274.825012,277.325012,9892042
9/9/2009,278,282.399994,271.575012,280.225006,7532186
9/10/2009,282,284.5,276.024994,278.274994,4898914
9/11/2009,280.5,284.5,277.75,280.174988,9130296
9/14/2009,266.825012,281.950012,266.825012,279.549988,3200972
9/15/2009,282,287.850006,281,285.950012,4308186
9/16/2009,289.5,289.975006,282.600006,285.25,5816522
9/17/2009,287.5,294,286.5,291.475006,5283220
9/18/2009,292.5,295,289.5,292,3925348
9/22/2009,294.975006,303,291.125,301.325012,3763280
9/23/2009,304,305.825012,293.625,295.450012,4522410
9/24/2009,294,304.649994,291,301.274994,6803348
9/25/2009,277.5,299,277.5,293.700012,3068206
9/29/2009,297.475006,307.225006,295.5,305.200012,7146124
9/30/2009,307.475006,311.399994,306.100006,310.5,4373424
10/1/2009,309,324.950012,307.524994,314.924988,5686944
10/5/2009,309.350006,319.5,305.5,307.649994,6259596
10/6/2009,312.475006,314.200012,302.5,307.100006,7448054
10/7/2009,309.450012,309.450012,294.325012,295.850006,10075972
10/8/2009,297.5,299.375,284.25,285.700012,10162172
10/9/2009,287.524994,295.200012,278.325012,280.875,10032478
10/12/2009,283.5,292.125,281.774994,289.924988,5174220
10/14/2009,292.475006,299,290.350006,296.475006,3979580
10/15/2009,297,298.950012,287.5,290.899994,4232380
10/16/2009,283,302.200012,283,299.149994,7189942
10/20/2009,307,312.899994,306.024994,310.524994,7840584
10/21/2009,310,319.700012,309,316.399994,5731638
10/22/2009,316,321.975006,307.674988,312.924988,4292924
10/23/2009,315.049988,322.950012,314.799988,319.899994,7494460
10/26/2009,321.5,328.825012,317.5,322.274994,4071746
10/27/2009,328.950012,328.950012,317.274994,321.375,3940880
10/28/2009,321.200012,324.450012,317.5,321.424988,3582314
10/29/2009,318,322.75,315.600006,317.024994,4882712
10/30/2009,321,324.375,310,314.149994,2876124
11/3/2009,318,318,300.5,303.024994,2768288
11/4/2009,305.549988,314,305,312.850006,4555798
11/5/2009,315,315,302.799988,312.25,2731302
11/6/2009,310,317.475006,306.825012,311.075012,4179484
11/9/2009,312.5,314,307.5,311.375,3432086
11/10/2009,313,314.5,310,313.325012,4610406
11/11/2009,313.524994,323.5,309.25,322.625,4049412
11/12/2009,322.5,330.75,321.774994,327.674988,4727766
11/13/2009,327.475006,337.450012,323.774994,335.075012,4597896
11/16/2009,335,338.5,330,332.875,3523808
11/17/2009,334,346.450012,329.649994,345.225006,5344330
11/18/2009,345.5,352.850006,341.75,343.450012,5582914
11/19/2009,344.950012,346.200012,334.75,339.950012,3464664
11/20/2009,339,348,335.049988,346.575012,2800774
11/23/2009,347.5,350,343,347.049988,2543474
11/24/2009,352,352,341,349.524994,2721872
11/25/2009,349.524994,355.825012,346,351.399994,3893254
11/26/2009,352.475006,353.674988,342.5,343.950012,4409118
11/27/2009,338.274994,343.200012,327.5,335.225006,3769058
11/30/2009,337,346.475006,337,344.200012,3882888
12/1/2009,351.700012,351.700012,340.125,342.875,3229964
12/2/2009,347.475006,347.475006,338.524994,342.149994,2161954
12/3/2009,343.875,347.950012,339.625,345.024994,2978706
12/4/2009,340.5,350.5,340.5,347.600006,3933408
12/7/2009,349,352.950012,347.5,349.700012,2207652
12/8/2009,349.924988,350.424988,345.125,349.149994,4226172
12/9/2009,349,355.450012,346.600006,353.350006,4708848
12/10/2009,352.5,355,350.975006,352.825012,1659484
12/11/2009,353.575012,357.200012,350,353.049988,2688312
12/14/2009,350.5,355.975006,350.424988,352.549988,3008842
12/15/2009,354,356,348.600006,350.475006,2087152
12/16/2009,350.850006,358.875,347.5,356.575012,3565378
12/17/2009,359,364,357.5,361.375,3782302
12/18/2009,361.375,365.75,359.774994,363.75,2795290
12/21/2009,365.049988,374.5,363.25,367.024994,9326994
12/22/2009,370,371.25,359.600006,362.024994,3189142
12/23/2009,364.225006,374.75,362.774994,373.274994,4470686
12/24/2009,375,378.5,370.524994,374.649994,3057686
12/29/2009,375,375.899994,368.325012,370.700012,2256278
12/30/2009,371,374.375,357.625,371.375,1472110
12/31/2009,373.125,377.5,371.899994,375.125,2853462
1/4/2010,377.399994,379.450012,374.524994,375.825012,1963682
1/5/2010,377.5,379.774994,373.274994,375.924988,2014488
1/6/2010,375.924988,376.100006,366.5,367.424988,3349176
1/7/2010,367.75,369.700012,355.5,357.200012,6474892
1/8/2010,358,359.25,348.25,349.899994,6048178
1/11/2010,352,360.049988,350.200012,357.100006,4318408
1/12/2010,366,377,363.5,375.024994,9027690
1/13/2010,372.5,398.200012,372.325012,394.274994,10910272
1/14/2010,399.225006,399.225006,384.674988,389.924988,10327614
1/15/2010,398,399.799988,386.125,395.700012,7945008
1/18/2010,400,414.5,396.5,401.100006,7261084
1/19/2010,401.100006,401.100006,389.325012,390.350006,5154850
1/20/2010,396.100006,396.100006,385.450012,389.700012,4347054
1/21/2010,386.125,395.975006,383.950012,385.325012,5089504
1/22/2010,380.5,382.5,372.350006,378.924988,7574990
1/25/2010,378.75,382.75,370.575012,378.100006,3008286
1/27/2010,375,379.850006,370.075012,371.649994,4844398
1/28/2010,374.75,378.975006,363.850006,370.875,6537196
1/29/2010,367,369.899994,356.075012,368.100006,5473326
2/1/2010,367.174988,381.399994,360,373.075012,3378012
2/2/2010,377.5,381.325012,367.5,369.200012,4739188
2/3/2010,372,378.450012,367.75,376.475006,2977676
2/4/2010,376.475006,376.950012,366.25,369.350006,2716612
2/5/2010,367.5,367.5,358.299988,361.75,4607118
2/8/2010,364.5,367.375,354.075012,362.075012,4170344
2/9/2010,362.5,370.975006,360.524994,367.575012,3005894
2/10/2010,369.950012,371.850006,364.049988,366.149994,2337374
2/11/2010,368.975006,373.975006,367.5,371.350006,2413156
2/15/2010,375,375,369.274994,373.075012,1956482
2/16/2010,373.625,382.475006,371.100006,379.075012,1660490
2/17/2010,382.450012,383.975006,376.274994,379.325012,2528290
2/18/2010,380,383.475006,377.75,379.399994,1814806
2/19/2010,377.450012,379.75,372.899994,375.274994,2215880
2/22/2010,378.5,381.850006,376.899994,378.625,2143460
2/23/2010,379.5,382.5,375.625,381.049988,1853052
2/24/2010,378,385.350006,376.049988,382.674988,4076058
2/25/2010,384.899994,384.899994,380.625,383.125,2672984
2/26/2010,383.549988,389.274994,373.075012,380.899994,3015934
3/2/2010,381,384.5,377.5,381.600006,4053352
3/3/2010,384.5,387,382.075012,384.375,2754742
3/4/2010,384,385,378.5,381.950012,2053606
3/5/2010,382.5,383.475006,380.075012,381.299988,1287312
3/8/2010,383.799988,385,380.149994,381.350006,3015740
3/9/2010,381.5,389.25,381.5,384.350006,3457732
3/10/2010,381.850006,392.225006,380,390.024994,4587874
3/11/2010,390.024994,397.450012,385.975006,395.799988,3214030
3/12/2010,400,400,396,398.475006,2510976
3/15/2010,398.475006,410,395.575012,409,6054434
3/16/2010,410.75,415.975006,407.899994,414.5,3088856
3/17/2010,417,422.950012,415,420.350006,4174794
3/18/2010,422.5,422.5,410.25,412.924988,3724554
3/19/2010,402.625,417.225006,402.625,410.450012,4716624
3/22/2010,407.450012,416.899994,403.075012,413.799988,3310110
3/23/2010,415,416.5,411.049988,414.325012,1694964
3/25/2010,412.049988,418.399994,409,414.899994,5517582
3/26/2010,415,418,411.149994,412.524994,1997806
3/29/2010,412,414.649994,404.274994,405.975006,3443266
3/30/2010,404.299988,408.049988,398.575012,400,3097160
3/31/2010,400,403.625,388.649994,390.325012,7083046
4/1/2010,393.174988,404.899994,391.049988,403.899994,5781432
4/5/2010,408.5,408.5,399.625,401.674988,3001836
4/6/2010,404.450012,404.450012,396.075012,398.024994,3702366
4/7/2010,395,404.5,390.575012,399.024994,3024558
4/8/2010,398,403.75,395,399.725006,4494438
4/9/2010,401,403.950012,394.125,395.799988,3018012
4/12/2010,395.5,400,395.049988,399.049988,2869882
4/13/2010,400,411.899994,393.625,410.424988,8404916
4/15/2010,411,417.450012,409.524994,410.850006,4290952
4/16/2010,409.5,414,405.924988,407.549988,3810958
4/19/2010,405,412.5,400.375,405.975006,6947704
4/20/2010,412.5,416.325012,393.5,394.75,12016986
4/21/2010,397.5,399.5,390.125,392.5,7107490
4/22/2010,394.549988,396.825012,390.5,392.975006,4751116
4/23/2010,394.024994,396,388.75,390.100006,4306068
4/26/2010,393,395.5,390.100006,392.549988,2512548
4/27/2010,392.975006,394.950012,390.524994,393.649994,2621234
4/28/2010,390,391.975006,382.5,385.149994,2400382
4/29/2010,387.549988,387.625,377.799988,379.875,4622964
4/30/2010,382.5,386.399994,381.274994,382.700012,3690224
5/3/2010,380.625,385.700012,377.049988,383.399994,2416560
5/4/2010,387.424988,387.424988,378.399994,380.5,2896028
5/5/2010,375,384,370.075012,382.875,4371230
5/6/2010,383.975006,385.450012,379.600006,383.549988,2580872
5/7/2010,378.5,381.299988,367.5,370.700012,4267152
5/10/2010,380,421.5,372.5,385.125,2327814
5/11/2010,387.5,389.5,376.950012,378.149994,1351288
5/12/2010,378.5,383.975006,375.549988,379.725006,2740076
5/13/2010,382.549988,386.600006,380.725006,382.799988,1321452
5/14/2010,383,388.5,377.5,381.924988,2026996
5/17/2010,387.475006,387.475006,367.049988,372.875,3722050
5/18/2010,373,373,363.149994,367.549988,3199180
5/19/2010,365,366.5,358.149994,360.75,3929266
5/20/2010,364.5,366.149994,358.075012,365,2398092
5/21/2010,355,362.950012,342.625,359.350006,2675092
5/24/2010,362.5,365,356.350006,358.799988,2885428
5/25/2010,354,357,345.774994,349.774994,2297366
5/26/2010,354,372.399994,352.049988,369,3689464
5/27/2010,367.5,374.975006,363.600006,370.924988,6883872
5/28/2010,374.899994,376.75,367.75,375.399994,2479374
5/31/2010,374.25,376.450012,369,371.524994,3327660
6/1/2010,371.524994,375.975006,367.350006,369.600006,3136912
6/2/2010,368.899994,379.75,368.149994,377.125,2769330
6/3/2010,380,384.5,372.549988,382.725006,1684434
6/4/2010,382.725006,384.850006,377.600006,382.674988,1368210
6/7/2010,374.950012,378.899994,368,376.625,1734922
6/8/2010,377,381,373.5,375.100006,2242222
6/9/2010,376,379.274994,365.5,366.524994,4867400
6/10/2010,365,376.5,365,375.25,1796036
6/11/2010,380.899994,381.649994,375.5,379.549988,3237024
6/14/2010,381.674988,393.549988,379,390.5,3550492
6/15/2010,378.325012,388.850006,378.325012,383.049988,2642976
6/16/2010,388.549988,389.975006,383.649994,387.399994,2328816
