0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,25,26,27,28,29,30,31,32,33,34,35,class
-4.322905318,-0.765782641,3.598214498,0.291329386,-1.202223421,-0.040921653,-0.636975903,-0.560867168,0.662392723,2.369028604,0.182454962,0.170243763,2.07047938,-0.303750164,0.646305709,-0.223217318,-0.003978979,-0.38863144,-1.030355213,-0.235112613,-0.266280311,0.16419899,0.059618124,0.053172117,0.003766773,0.004134141,0.001005354,-0.007674361,0.00263474,-0.001915451,0.000188705,0.000492639,0.000691371,544.400024
-4.258096329,-0.558065292,2.346964566,0.790855432,-0.921029657,-0.764926779,-0.252662612,-0.284282448,0.302056397,2.205592309,0.050478122,0.160107391,1.706492882,0.511105049,0.816135589,-0.247704395,0.218494503,-0.575313106,-0.502791501,-0.561040862,-0.033951784,0.061591527,0.128171375,-0.005183641,0.003621683,0.00459691,0.003923423,-0.007147318,0.001801627,-0.001514356,-0.001548425,0.00081491,-0.000514282,557.049988
-4.2161053,-0.401173479,1.4470714,1.021397665,-0.66973355,-1.068024348,-0.026816921,-0.144077955,0.04554107,1.977264857,0.082305209,0.340534167,1.20162222,0.925209061,1.091418273,-0.109669694,0.377575998,-0.750181892,-0.082146012,-0.772837099,-0.015081118,-0.104341926,0.078680228,0.035177999,-0.001111366,0.007651577,0.003456628,0.00053116,0.003433172,0.001734986,0.001199958,-0.000334412,0.000228558,561.400024
-4.207979652,-0.934674018,1.252341142,1.125366032,-0.343158999,-1.146483364,-0.011953979,0.066477298,0.063282582,1.913081472,-0.061038847,0.635536615,1.152058829,1.102035185,1.014922292,-0.024332149,0.098021648,-0.656399153,-0.268315148,-0.621418143,-0.157967069,-0.055197891,0.048299387,0.010762954,3.95E-05,0.001668007,0.003527401,-0.00306593,0.002287196,0.00209682,0.002772851,0.000723798,0.000456787,565.150024
-4.294423315,-1.795357236,2.823004516,0.431089361,-0.681264793,-0.813835563,-0.79000919,0.048043347,0.39811691,2.099377988,0.129620512,1.022712915,1.376196537,0.380301251,0.532981034,-0.24599052,-0.138573251,-0.01686132,-0.322652313,-0.258691165,-0.109853292,-0.207026949,0.029311811,0.043036179,0.000783286,-0.002384693,0.001925937,-0.00359023,0.005234189,0.000295876,0.002859709,-0.000574284,0.000278063,585.849976
-4.23006874,-1.074855684,0.163831414,1.594515761,-0.193004097,-1.80428492,0.455488225,-0.163426317,-0.247518853,1.799926745,0.036172175,0.570078989,0.377281812,1.514147845,0.848782378,-0.127473332,0.052709473,0.125114843,-0.459530298,-0.23484702,-0.044644149,-0.047289449,-0.001788722,-0.016151254,-0.002363623,0.003365057,0.001170389,0.000144576,0.006465434,-0.002680979,0.001227626,0.001365518,0.00032707,579.349976
-4.28829557,-1.637706154,1.124221529,0.983228652,-0.245596309,-1.306207959,-0.737332686,0.085729914,0.113276674,1.932616196,0.109756908,0.937357644,0.478843657,0.769142747,0.632886593,-0.198825041,0.048376507,0.545969112,-0.572784895,-0.020841364,-0.171952758,-0.079441487,-0.0060376,0.026426024,-0.002360364,-0.001286598,-0.000407592,-0.001649337,0.004098744,-0.004350883,0.000845372,0.001174227,-0.000444022,587.5
-4.315287054,-1.811867412,1.544456603,0.995971842,-0.758882899,-1.708165622,-0.023199042,-0.129934753,0.687108478,1.678694686,0.282783037,0.819649757,0.958643652,1.180789662,0.469179384,0.035220098,-0.340710352,0.243928676,-0.275359997,-0.144730643,-0.168617155,-0.115181001,0.010531347,0.027048613,-0.003243027,-0.002658306,-0.001292762,-0.001528712,0.007812061,-0.000455677,0.00205166,0.001757886,0.000189227,595.75
-4.325783931,-1.136359045,-0.012718735,1.358072854,-0.567845835,-2.291277897,0.136299488,-0.60791076,0.323516716,1.513698968,0.129615259,0.487896587,0.106652779,1.473454724,0.566950525,-0.057918931,0.087894242,0.661504093,-0.480088083,-0.036611178,-0.060238242,-0.150936637,0.009779032,-0.013762022,-0.007892314,0.001827466,-0.009800473,-0.000496203,0.010747197,-0.001630179,0.001435639,0.001144582,-0.000592915,589.950012
