Date,Open,High,Low,Close,Volume,A/D line,ohlc,aroon up,aroon down,ATR,DMI+,DMI-,ADX,sma18,upper bb,lower bb,CMF,ema2,macd,signal,histogram,Mfi,OBV,PPO,ROC,ROC%,ROC Ratio,stdev,median P,AO,mom cp,mom low,mom high,mom op,WMA3,UPC,LPC,TMA20,PCp,Phigh,Plow,rsi2,stsd,stck,b%,Dx
4/5/2011,1300.349976,1322,1282.800049,1310.849976,327406,15387879.21,1304,90,10,39.70694953,27.69916361,14.94561206,25.33564144,1218.955539,1338.098387,1137.601589,0.004829193,1303.78071,12.64356383,-2.422687618,15.06625145,55.67005779,48127900,1.02340924,950,0.008074749,1.008074749,52.83554551,1302.400025,52.16618649,134.900025,125.700073,141,130.349976,1300.724976,1322,1157.099976,1226.899085,1300.349976,1304.900024,1258.599976,100,86.93426347,94.424988,0.864095531,29.90648056
4/6/2011,1327,1328.099976,1288.050049,1297.5,477877,15135516.44,1310.162506,90,0,39.73144792,25.70479258,17.47407737,24.20899046,1221.547207,1346.697126,1153.312859,-0.00967882,1299.572634,15.71216758,1.204283423,14.50788416,59.47880022,47650023,1.267334866,-1434.9976,-0.010184213,0.989815787,50.96122904,1308.075013,58.03456848,130.349976,130.25,144.099976,157,1302.424988,1328.099976,1157.800049,1221.225198,1310.849976,1322,1282.800049,44.02520153,57.43174663,85.15284834,0.745599127,19.06190509
4/7/2011,1279.550049,1285,1268,1278.25,378375,15213417.18,1277.700012,80,0,38.10777307,24.88572182,20.29116421,22.04120041,1222.727763,1341.294628,1180.935352,-0.004403565,1285.286469,16.43292109,4.250010956,12.18291014,64.32142384,47271648,1.322597685,-2025,-0.014836224,0.985163776,42.25837973,1276.5,58.19265599,95.949951,106.5,100,106.550049,1290.099996,1328.099976,1161.5,1212.928829,1297.5,1328.099976,1288.050049,0,24.75259527,75.8127211,0.606853873,10.17015119
4/8/2011,1275,1284.5,1250,1253.849976,274026,15000550.22,1265.837494,70,0,37.85007499,23.2654997,22.55565271,19.7233033,1224.933316,1329.592025,1206.947941,-0.013227787,1264.224019,14.87812915,6.375634595,8.502494553,66.03949162,46997622,1.196693785,-2540.0024,-0.019088616,0.980911384,32.31955406,1267.25,56.45088649,52.150025,70,74.150024,85.199951,1269.258321,1328.099976,1180,1207.353113,1278.25,1285,1268,0,14.02742336,61.93282349,0.38242395,1.549168788
4/11/2011,1250,1254.099976,1231,1237.599976,161328,14931409.41,1243.174988,60,0,36.79649649,27.66726255,21.54423065,18.2564984,1225.952759,1319.948159,1223.771812,-0.05074096,1246.38591,12.19284576,7.539076827,4.653768932,60.46564019,46836294,0.981021321,-1725,-0.012960083,0.987039917,25.34469299,1242.549988,47.52117856,-0.349975,25,4.199952,40,1249.791647,1328.099976,1206,1198.114165,1253.849976,1284.5,1250,0,11.66816758,47.07602339,0.143779263,12.44228025
4/13/2011,1214,1282.150024,1214,1278.150024,486624,15360909.56,1247.075012,50,80,39.03603417,24.55561923,18.857629,16.95407878,1232.233317,1318.349986,1233.41,-0.010302315,1267.667866,13.1861082,8.668483102,4.517625098,60.80847427,47322918,1.058834234,3955.0048,0.032765069,1.032765069,22.38365158,1248.075012,34.87602829,9.150024,-24.849976,-13.650025,-32,1260.583333,1328.099976,1214,1195.956956,1237.599976,1254.099976,1231,71.39086925,53.23350004,70.66942254,0.526725119,13.12500324
4/15/2011,1270.5,1284,1255,1257.199951,199832,15191396.22,1266.674988,40,70,38.31917459,23.22821039,18.67705688,15.53073519,1237.844428,1318.503806,1230.896169,-0.019107839,1260.654363,12.15682218,9.366150918,2.790671266,66.91787096,47123086,0.97553315,-2195.0073,-0.016390934,0.983609066,23.08663939,1269.5,24.83161368,-4.950073,4,-2,1.5,1260.916646,1328.099976,1214,1190.574235,1278.150024,1282.150024,1214,65.93490767,77.92240603,57.44295605,0.300245304,10.86057625
4/18/2011,1256,1282,1250.5,1262.349976,472622,15074365.29,1262.712494,30,60,37.83209069,21.84675162,19.54871429,14.71993137,1245.297207,1318.501045,1230.938921,0.039426872,1261.790424,11.62752696,9.818426126,1.80910083,59.69353542,47595708,0.932212324,415.0025,0.004096425,1.004096425,23.0746457,1266.25,20.15220119,-8.75,-1.150024,-10.400024,4.349976,1263.266642,1328.099976,1214,1195.145633,1257.199951,1284,1255,19.73182246,48.5436392,55.60431421,0.358728791,5.551422801
4/19/2011,1250,1267.25,1240,1254.699951,342396,15101378.79,1252.987488,20,50,37.07622707,21.24889764,18.52244546,15.15295346,1249.89443,1318.47934,1227.680621,0.118503204,1257.039807,10.47502804,9.949746509,0.525281534,52.81422247,47253312,0.839464759,-865.0025,-0.006060146,0.993939854,23.92756342,1253.625,14.78528907,-45.650025,-18.599976,-37.650024,-36,1257.666626,1328.099976,1214,1201.72129,1262.349976,1282,1250.5,40.23441315,35.18647301,39.88530759,0.297573911,6.85531833
4/20/2011,1258,1270.099976,1250.099976,1265,370509,15282929.09,1260.799988,10,40,35.85649656,29.14749508,17.78448613,15.69836775,1254.841654,1311.255538,1227.834428,0.178158864,1262.373136,10.27799378,10.01539596,0.262597816,51.20359741,47623821,0.822881552,930.0049,0.008209173,1.008209173,21.98339266,1260.099976,16.32911091,-45.849976,-32.700073,-51.900024,-42.349976,1261.12498,1328.099976,1214,1216.396801,1254.699951,1267.25,1240,57.38165202,59.02821398,44.69764306,0.445517591,24.21165409
4/21/2011,1274.900024,1314,1267,1307,687122,15765376.45,1290.725006,0,30,36.65246109,30.57025616,16.1555352,16.71792123,1262.611098,1309.382962,1228.937009,0.168374679,1292.273135,13.37431926,10.68718062,2.687138637,49.26456332,48310943,1.06731315,4100,0.033201581,1.033201581,21.19937,1290.5,23.89793132,9.5,-21.050049,-14.099976,-52.099976,1284.283325,1328.099976,1214,1224.423444,1265,1270.099976,1250.099976,100,86.05096608,81.50746675,0.970378101,30.84960263
4/25/2011,1310,1335,1286.300049,1326.449951,1325337,16625345.58,1314.4375,90,20,37.51299609,27.73548624,14.65743767,17.58801875,1270.619425,1322.80887,1221.301091,0.211821598,1315.171602,17.23753028,11.99725055,5.240279725,66.80199688,49636280,1.369994812,1844.9951,0.01488137,1.01488137,26.74964872,1310.650025,31.88896563,48.199951,18.300049,50,30.449951,1309.724976,1335,1214,1232.94217,1307,1314,1267,100,88.23589303,92.9338438,1.035869965,30.84960263
4/26/2011,1324.900024,1324.900024,1297.25,1302.599976,543624,16292092.12,1312.412506,80,10,36.80849808,27.2175801,13.87097623,18.28363723,1276.224982,1328.435209,1220.544748,0.195857387,1306.748612,18.20240652,13.23828175,4.964124774,59.1878053,49092656,1.443117478,-2484.9975,-0.017980305,0.982019695,28.43163284,1311.075012,41.06499709,48.75,47.25,40.400024,49.900024,1311.283305,1335,1214,1245.423202,1326.449951,1335,1286.300049,44.91913219,60.44825409,73.22312066,0.760542013,32.48253301
4/27/2011,1308.900024,1329.900024,1305.199951,1316.800049,307291,16273432.31,1315.200012,90,0,35.94361058,25.88160609,14.81964667,18.22100884,1280.605543,1338.206518,1223.363453,0.159395062,1313.483075,19.91002176,14.57262975,5.337392013,58.59525784,49399947,1.573655297,1320.0073,0.010901331,1.010901331,30.26380485,1317.549988,52.4389659,79.200073,74.199951,75.800048,58.900024,1313.675008,1335,1214,1257.772823,1302.599976,1324.900024,1297.25,37.31946146,46.67385211,84.95871818,0.813602425,27.1784249
4/28/2011,1321.199951,1325.300049,1297,1301.25,255730,16094511.54,1311.1875,80,0,35.39764189,24.40360061,15.6582838,17.64408304,1282.39721,1337.714086,1236.585889,0.120172706,1305.286915,19.80683246,15.61947029,4.18736217,53.99004334,49144217,1.5623839,-1655.0049,-0.011808968,0.988191032,26.64961994,1311.150025,61.15044582,23.099976,83,43.150025,107.199951,1306.658346,1335,1214,1269.411184,1316.800049,1329.900024,1305.199951,47.73114208,36.39775914,72.10743802,0.639427109,21.82951936
4/29/2011,1295.25,1328.650024,1288.650024,1317.650024,336437,16245908.19,1307.550018,70,20,35.72638176,23.52160648,14.40604521,17.99923823,1285.480543,1344.335495,1237.864481,0.110923075,1313.570198,20.8292915,16.66143453,4.167856966,60.8072781,49480654,1.638520233,1540.0024,0.012603285,1.012603285,28.05757582,1308.650024,63.68927309,60.450073,33.650024,44.650024,24.75,1312.041687,1335,1240,1276.344659,1301.25,1325.300049,1297,51.33016128,42.70896185,85.66117686,0.749363983,24.03407768
5/2/2011,1320,1334,1286.099976,1291.599976,541711,15828598.4,1307.924988,60,10,36.59592763,21.322522,21.81309047,17.35403244,1286.619432,1342.780013,1246.299968,0.063911261,1298.850149,19.33483397,17.19611442,2.138719548,59.14024374,48938943,1.519255418,-2705.0048,-0.019770081,0.980229919,25.42472412,1310.049988,62.39647167,29.25,35.599976,52,64,1301.891663,1335,1240,1277.891452,1317.650024,1328.650024,1288.650024,38.6336777,41.99112447,64.13221157,0.469527229,1.137270212
5/3/2011,1290,1290,1241.25,1273.800049,660811,16050225.58,1273.762512,50,0,37.46407566,19.34067495,19.83331166,17.3332033,1285.144436,1341.285818,1250.084177,0.124678605,1282.066582,16.52645537,17.06218261,-0.535727238,55.76820088,48278132,1.298502045,-1879.9927,-0.0137813,0.9862187,24.0337427,1265.625,53.11896927,19.100098,1.25,22.75,40,1287.041687,1335,1240,1281.599023,1291.599976,1334,1286.099976,0,23.2883207,49.4215281,0.260037777,1.257560837
5/4/2011,1268.5,1269,1241,1244.599976,421192,15737339.37,1255.774994,40,90,36.78807025,18.28921045,19.86178047,16.73889498,1281.463881,1344.145361,1245.204639,0.091046752,1256.963956,11.79689847,16.00912578,-4.212227312,53.73272914,47856940,0.928331863,-3020.0073,-0.022923592,0.977076408,26.07316955,1255,40.22735484,-20.400024,-9.099976,-1.099976,10.5,1262.166667,1335,1241,1284.794358,1273.800049,1290,1241.25,0,21.22064112,25.28923636,-0.006111368,4.121963757
5/5/2011,1244,1274.300049,1235.300049,1253.849976,370008,15719311.95,1251.862519,30,90,36.94606524,19.36552049,18.36421245,15.99095878,1279.03888,1346.064992,1241.055003,0.05286024,1254.877589,8.674316308,14.54216389,-5.867847581,52.95516956,48226948,0.683243443,825,0.007432107,1.007432107,27.672562,1254.800049,27.78529983,-53.150024,-31.699951,-39.699951,-30.900024,1254.091655,1335,1235.300049,1282.410949,1244.599976,1269,1241,24.05717149,27.45540259,18.60575338,0.121845294,2.653896429
5/6/2011,1254,1287,1242.400024,1273.5,481365,15909267.49,1264.225006,20,80,37.49277315,17.72005719,17.26106456,15.30892585,1278.774991,1343.130621,1237.289374,0.05733185,1267.354605,7.686836706,13.17109845,-5.484261746,54.78897516,48708313,0.605332507,1865.0024,0.015671751,1.015671751,27.89161769,1264.700012,17.72470884,-52.949951,-43.900025,-48,-56,1262.133321,1335,1235.300049,1276.768676,1253.849976,1274.300049,1235.300049,100,60.72585247,38.31491452,0.342122064,1.312115263
5/9/2011,1276.5,1279.900024,1240,1245.5,154135,15797625.82,1260.475006,10,70,37.66471964,16.37922169,17.09281903,15.0646757,1278.311103,1335.150241,1229.079764,0.07549299,1252.712019,4.585522295,11.45398322,-6.868460926,57.31743176,48554178,0.361591801,-2900,-0.021986651,0.978013349,27.95202489,1259.950012,5.484861424,-57.099976,-57.25,-45,-48.400024,1256.224996,1334,1235.300049,1272.093748,1273.5,1287,1242.400024,41.23822477,42.79495861,10.23064796,0.154804958,2.131920618
5/10/2011,1245,1254.5,1234,1241.800049,186668,15753008.51,1243.825012,0,90,36.43866823,15.72102364,20.29701879,15.48249084,1278.54444,1332.134349,1219.935671,0.062898465,1245.400999,1.78978919,9.521144415,-7.731355225,58.63738967,48367510,0.141339565,-469.9951,-0.002970655,0.997029345,29.56694757,1244.25,-0.854844812,-75,-71.199951,-75.400024,-63.900024,1248.316691,1334,1234,1269.800046,1245.5,1279.900024,1240,0,14.34784479,7.722820792,0.194871974,12.7047303
5/11/2011,1236.400024,1245.800049,1214.150024,1222.849976,347243,15596665.67,1229.800018,0,90,36.09662229,14.73642263,19.02582515,14.66056771,1275.472216,1323.743548,1209.536457,0.06889927,1230.291814,-1.955036457,7.22590824,-9.180944698,53.43660214,48020267,-0.154760888,-1995.0073,-0.015260164,0.984739836,30.09621108,1229.975037,-8.388515056,-78.400024,-82.849976,-79.5,-84.799927,1232.941671,1334,1214.150024,1271.86981,1241.800049,1254.5,1234,0,19.27739704,7.198968745,0.116573488,12.7047303
5/12/2011,1220,1238,1215,1219.199951,189669,15476266.28,1223.049988,10,90,35.16114927,14.04788321,18.1368692,13.3645054,1273.361104,1316.852539,1200.017456,0.062769172,1222.860266,-5.186795248,4.743367543,-9.930162791,46.58774715,47830598,-0.411592192,-465.0025,-0.002984851,0.997015149,30.78874761,1226.5,-16.12131825,-98.450073,-73.650024,-90.650024,-75.25,1224.183309,1334,1214.150024,1278.534574,1222.849976,1245.800049,1214.150024,0,18.75837755,4.178674392,0.164184371,12.7047303
5/13/2011,1219.199951,1237,1215,1222.449951,146615,15428948.97,1223.412476,0,80,34.22106718,13.40280558,19.74612013,12.52780573,1271.144436,1295.449802,1202.380179,0.008157893,1222.585355,-7.427039222,2.30928619,-9.736325412,33.32680687,47977213,-0.590601921,225,0.002665683,1.002665683,24.52599906,1226,-25.53632101,-69.150025,-71.099976,-97,-100.800049,1221.433289,1334,1214.150024,1277.124647,1219.199951,1238,1215,47.10127862,24.17330712,6.925263798,0.215642563,19.13580732
5/16/2011,1215,1238.349976,1203.300049,1230.5,221705,15551345.41,1221.787506,0,90,34.28027145,12.42396819,18.30401606,11.57446819,1269.799995,1280.527691,1205.082295,0.043044847,1227.888167,-8.475964252,0.152236101,-8.628200353,35.82749448,48198918,-0.675028897,705.0049,0.006585177,1.006585177,19.88160747,1220.825013,-34.82970291,-43.300049,-37.949951,-51.650024,-75,1225.933309,1290,1203.300049,1279.968223,1222.449951,1237,1215,100,54.99726841,20.81098791,0.336902005,19.13580732
5/17/2011,1230.5,1230.5,1205,1210,124996,15475367.45,1219,20,90,33.6531092,11.75153788,20.49707937,11.57023218,1266.744439,1272.56878,1200.281196,0.050034182,1215.903095,-10.85614186,-2.049439492,-8.806702372,30.22562006,48073922,-0.866792763,-2150,-0.016659894,0.983340106,19.04945102,1217.75,-41.43852644,-34.599976,-36,-38.5,-38,1218.908325,1287,1203.300049,1282.119108,1230.5,1238.349976,1203.300049,28.19627035,48.35944737,5.126207737,0.134446382,27.11912085
5/18/2011,1209,1232.900024,1190,1216.599976,343937,15557943.77,1212.125,10,90,34.31360312,10.70209724,18.6666408,11.94806086,1261.722216,1271.114906,1196.13507,0.056955964,1216.370005,-12.0956847,-4.058688532,-8.036996163,29.7859067,48417859,-0.96770118,559.9976,0.005454526,1.005454526,19.75892182,1211.450012,-45.62220851,-37.25,-45.300049,-41.400025,-35,1216.716655,1287,1190,1286.881947,1210,1230.5,1205,24.35417655,40.5600103,18.47220556,0.272938797,27.11912085
5/19/2011,1210,1223.199951,1206,1211.75,106571,15522626.84,1212.737488,0,80,33.0911994,14.10380931,17.97360952,11.09305095,1255.349996,1266.325472,1192.504509,0.030920097,1213.274602,-13.3365367,-5.914258165,-7.42227853,25.71425948,48311288,-1.069260978,-584.9976,-0.0039865,0.9960135,19.45353175,1214.599976,-47.60956528,-61.75,-36.400024,-63.800049,-44,1213.074992,1287,1190,1291.586772,1216.599976,1232.900024,1190,57.64195343,56.35192185,15.10416667,0.260704959,12.06393893
5/20/2011,1212.300049,1240.800049,1210,1223.199951,82338,15510863.9,1221.575012,0,70,32.9275458,13.16148491,18.94199532,12.29795082,1250.938884,1246.728559,1202.041412,-0.035609195,1219.924586,-13.26140049,-7.383686629,-5.877713856,31.08796136,48393626,-1.064674959,1044.9951,0.009449103,1.009449103,11.77609734,1225.400025,-46.4964725,-22.300049,-30,-39.099975,-64.199951,1218.283305,1279.900024,1190,1288.723077,1211.75,1223.199951,1206,70.24541276,50.06217465,33.199951,0.473481538,18.00586843
5/23/2011,1207,1220,1200,1203.75,83639,15458589.52,1207.6875,0,90,32.00414967,13.90193666,18.09648017,13.14445341,1244.658325,1240.74036,1199.67961,-0.197564898,1209.087613,-14.61875669,-8.830700641,-5.788056046,36.7645328,48309987,-1.176414243,-2044.9951,-0.015900876,0.984099124,10.82045773,1210,-46.94088676,-38.050049,-34,-34.5,-38,1211.56665,1254.5,1190,1280.730509,1223.199951,1240.800049,1210,37.05497513,29.3081212,14.17525773,0.099130913,13.10859701
5/24/2011,1206,1225.949951,1195.650024,1204.5,139391,15400624.92,1208.024994,0,80,31.88241948,12.95822878,17.62976611,13.94091697,1239.283325,1233.156721,1199.80324,-0.162042167,1206.013912,-15.47824982,-10.16021048,-5.318039342,44.93000815,48449378,-1.248263001,-25,0.000623053,1.000623053,8.78941395,1210.799988,-46.53015289,-18.349976,-18.5,-19.850098,-30.400024,1207.366659,1245.800049,1190,1276.751125,1203.75,1220,1200,3.712880294,19.19953869,14.94845361,0.140817684,15.27245361
5/25/2011,1201,1208.849976,1192.25,1200.75,134930,15403876.45,1200.712494,10,90,30.79081637,18.43271295,16.95086773,14.05049193,1232.78888,1232.744817,1195.795149,-0.163171518,1202.487091,-16.29515752,-11.38719988,-4.907957632,35.20237629,48314448,-1.31706058,-475,-0.003113325,0.996886675,9.737092472,1200.549988,-46.32192205,-18.449951,-22.75,-29.150024,-19,1202.5,1240.800049,1190,1268.762088,1204.5,1225.949951,1195.650024,16.66666667,27.21525028,11.08247423,0.13409731,4.187945893
5/26/2011,1195.349976,1234.599976,1195.349976,1215.300049,261038,15408200.34,1210.149994,0,80,31.39504377,16.78667519,15.43715847,14.2559084,1228.549995,1232.084764,1195.675221,-0.128657643,1211.071773,-15.60581998,-12.2309239,-3.374896074,29.04390555,48575486,-1.26291212,1355.0049,0.012117467,1.012117467,9.594756991,1214.974976,-43.67559699,-7.149902,-19.650024,-2.400024,-23.849975,1208.650025,1240.800049,1190,1262.971022,1200.75,1208.849976,1192.25,79.50825159,39.82506297,28.14242741,0.539002311,4.187945893
5/27/2011,1210,1227,1201,1221.699951,215160,15535640.45,1214.924988,0,70,31.0096835,15.78133588,14.51264054,14.40276735,1225.655545,1231.873591,1195.736395,-0.136246139,1218.192652,-14.38504538,-12.6617482,-1.723297184,36.72081059,48790646,-1.165044109,539.9902,0.005266109,1.005266109,9.522987206,1214,-43.18868976,-8.800049,-2.300049,-11.349976,-5,1216.074992,1240.800049,1190,1251.908236,1215.300049,1234.599976,1195.349976,100,60.7806158,49.14721085,0.718471803,4.187945893
5/30/2011,1224.949951,1226,1207,1210.449951,122594,15457566.8,1217.099976,30,60,30.15184897,17.67687142,13.85942267,14.35992502,1223.758321,1226.06208,1197.537896,-0.077394914,1213.005042,-14.16898009,-12.96319458,-1.205785513,37.71686064,48668052,-1.149126193,-1225,-0.00920848,0.99079152,7.51678239,1216.5,-40.12398388,0.449951,2,-4.5,-5.550049,1215.008301,1240.800049,1190,1243.812782,1221.699951,1227,1201,36.26026932,51.73982983,36.64862552,0.452670449,12.10493768
5/31/2011,1220,1237,1213,1230.150024,419395,15637557.99,1225.037506,90,50,29.71243118,20.98418141,13.05979069,15.11508197,1222.441657,1231.719176,1195.910804,-0.090644595,1224.49218,-12.27340034,-12.82523573,0.551835386,52.96311607,49087447,-0.995554072,1870.0073,0.016275,1.016275,9.436334524,1225,-36.04133432,13.550048,23,4.099976,11,1222.174988,1240.800049,1190,1237.464961,1210.449951,1226,1207,63.65113581,56.75635603,79.03540408,0.956179183,23.27692755
6/1/2011,1220,1255,1220,1250.099976,444037,15957264.02,1236.274994,90,40,30.09011467,19.24073662,11.97473411,15.87023891,1221.141656,1245.435248,1188.894732,0.048066403,1241.649403,-9.050077692,-12.07020412,3.020126431,63.9632974,49531484,-0.733375473,1894.9952,0.016217495,1.016217495,14.89973427,1237.5,-28.50280286,38.349976,14,31.800049,10,1236.841655,1255,1192.25,1236.659201,1230.150024,1237,1213,100,82.75001143,92.46150154,1.08250239,23.27692755
6/2/2011,1231,1245.849976,1220,1225.400024,230627,15822992.34,1230.5625,80,30,29.78724762,18.04805802,11.58014654,16.06269919,1220.02499,1246.940414,1190.119571,0.023372216,1230.762319,-8.383011479,-11.33276559,2.949754115,57.08494764,49300857,-0.679652318,-2569.9952,-0.019758381,0.980241619,14.9736067,1232.924988,-24.46721152,2.200073,10,5.049927,18.699951,1234.425008,1255,1192.25,1234.147201,1250.099976,1255,1220,44.68083963,51.8809581,54.46157538,0.620906891,21.8302512
6/3/2011,1230,1244.900024,1218.550049,1233.900024,219802,15859278.27,1231.837524,70,20,29.54172815,16.89819329,12.90966622,15.65162652,1219.5861,1249.405102,1189.794898,-0.01197493,1232.864581,-7.087674018,-10.48374728,3.396073261,64.66132623,49520659,-0.574617442,750,0.00693651,1.00693651,15.70866808,1231.725037,-19.81117588,30.150024,18.550049,24.900024,23,1233.766683,1255,1192.25,1226.279211,1225.400024,1245.849976,1220,25.60244665,35.8279025,67.53849846,0.739892218,13.38078993
6/6/2011,1228,1238.900024,1210,1232,186588,15956768.65,1227.225006,60,10,29.49589214,17.19276072,12.00617561,14.9833268,1220.094435,1251.015848,1193.834151,0.037828614,1232.285312,-6.141291098,-9.615256043,3.473964945,63.29873492,49334071,-0.497932793,-290.0024,-0.001539852,0.998460148,15.0687002,1224.450012,-16.99176207,27.5,14.349976,12.950073,22,1231.533345,1255,1192.25,1222.760306,1233.900024,1244.900024,1218.550049,81.73058062,59.63218547,64.61538462,0.667448688,17.76292482
6/7/2011,1210.949951,1245,1210.949951,1240,278512,16153485.76,1226.724976,50,0,29.82118906,15.79055941,11.02698004,14.31502709,1221.249993,1253.580373,1198.369627,0.093160523,1237.454153,-4.688691842,-8.629943203,3.94125136,74.18756087,49612583,-0.38001351,700,0.006493506,1.006493506,14.54930903,1227.974976,-15.64235448,39.25,18.699951,36.150024,9.949951,1236.316671,1255,1192.25,1218.927617,1232,1238.900024,1210,80.80788491,74.37574582,76.09561753,0.754026637,17.76292482
6/8/2011,1225,1236.050049,1218,1223.900024,187917,16088417.71,1225.737518,40,0,28.98039334,15.08806384,12.5081846,14.12107854,1221.330553,1250.376687,1206.203318,0.118796152,1228.372887,-4.779178947,-7.859790351,3.080611404,68.6405936,49424666,-0.387565569,-1709.9976,-0.012983852,0.987016148,11.64070484,1227.025025,-16.76455689,8.599975,22.650024,1.450073,29.650024,1230.616679,1255,1195.349976,1218.361417,1240,1245,1210.949951,33.1950538,61.8733754,50.43828526,0.400619346,9.348659289
6/9/2011,1215,1222.699951,1210,1215.050049,168516,16053920.19,1215.6875,30,0,27.8175046,14.59603637,16.96617348,13.37133182,1220.472222,1250.41093,1206.119074,0.140264863,1219.446585,-5.508525624,-7.389537406,1.881011782,64.09190189,49256150,-0.447170531,-984.9975,-0.007230962,0.992769038,11.67192886,1216.349976,-17.89867632,-6.649902,9,-4.300049,5,1222.158366,1255,1201,1218.546591,1223.900024,1236.050049,1218,0,28.70920664,36.33473944,0.201639206,7.509414354
6/10/2011,1205.150024,1241,1191.050049,1226.650024,577994,16299813.76,1215.962524,20,80,29.39839363,12.82462932,14.90712139,12.9713902,1221.397223,1250.514671,1207.005348,0.191412023,1224.272889,-5.099236653,-6.931477255,1.832240602,71.33089611,49834144,-0.414067956,1059.9975,0.009546911,1.009546911,11.46571335,1216.025025,-18.25559048,16.200073,-15.949951,15,-19.799927,1222.325032,1255,1191.050049,1218.160056,1215.050049,1222.699951,1210,56.72373282,45.32861966,55.66849457,0.451504977,7.509414354
6/13/2011,1220,1236.400024,1208.150024,1224.949951,408847,16377239.31,1222.375,10,70,29.31636551,11.94190497,13.88105827,12.4168874,1221.861111,1248.555544,1211.864476,0.174355862,1224.726521,-4.858157577,-6.51681332,1.658655743,73.34392357,49425297,-0.394638739,-270.0073,-0.001385948,0.998614052,9.668945391,1222.275024,-16.07882373,-5.200073,-4.849976,-0.599976,0,1223.866658,1255,1191.050049,1215.463956,1226.650024,1241,1191.050049,87.21754237,69.56951469,53.01005156,0.356639262,7.509414354
6/14/2011,1215,1228.900024,1208.199951,1222.449951,290861,16486837.69,1218.637482,0,60,28.70091605,11.32669736,13.93744916,12.85587851,1222.455553,1248.368101,1210.511903,0.206309072,1223.201219,-4.816573913,-6.176765438,1.360191526,70.46703437,49134436,-0.391451995,-350,-0.0020409,0.9979591,9.975984181,1218.549988,-15.05205662,-27.650025,-11.800049,-26.099976,-5,1223.983297,1255,1191.050049,1216.753669,1224.949951,1236.400024,1208.150024,0,59.24347443,49.10074442,0.315352528,10.33382146
6/15/2011,1214.199951,1223.900024,1205.099976,1210,175755,16402699.88,1213.299988,10,90,27.99371119,10.78335478,18.67823457,14.47082493,1221.722222,1241.994554,1208.865456,0.178425169,1214.356402,-5.72912408,-6.087237167,0.358113087,65.3978489,48958681,-0.466158671,-1344.9951,-0.010184426,0.989815574,8.730283896,1214.5,-14.71441374,-15.400024,-14.900024,-21.949952,-16.800049,1216.641642,1245.849976,1191.050049,1216.708214,1222.449951,1228.900024,1208.199951,0,35.60375262,29.63247149,0.034246158,26.79719581
6/16/2011,1196,1200,1183.900024,1193.150024,354302,16455515.69,1193.262512,0,90,27.14415867,18.74715251,17.88690639,14.33941552,1221.133335,1247.69187,1196.71814,0.187242744,1200.148129,-7.738337264,-6.417457186,-1.320880078,58.01983095,48604379,-0.630929831,-1784.9976,-0.0139256,0.9860744,13.4327573,1191.950012,-16.16205315,-40.75,-34.650025,-44.900024,-34,1203.650004,1245,1183.900024,1217.739921,1210,1223.900024,1205.099976,0,21.85664731,13.00984968,-0.06999911,2.348214048
6/17/2011,1224,1232,1161.300049,1165,1075331,15492735.6,1195.575012,0,80,30.2552867,15.61801162,22.27904692,14.73025248,1218.93889,1256.71485,1173.915155,-0.003033904,1176.598883,-11.49736967,-7.433439682,-4.063929983,47.30237656,47529048,-0.940716776,-2915.0024,-0.02359303,0.97640697,21.81963558,1196.650025,-16.70176011,-67,-48.699951,-6.900024,-4,1181.883341,1245,1161.300049,1215.826356,1193.150024,1200,1183.900024,0,14.1791574,3.948722449,-0.107671345,17.57665517
6/20/2011,1177,1177,1130.050049,1160.75,523585,15653881.19,1161.200012,0,90,31.44776272,13.95251753,19.90322458,14.32309017,1216.716668,1259.086613,1157.293391,0.030442109,1165.980131,-14.6881624,-8.884384225,-5.803778172,38.2966858,47005463,-1.206032093,-525,-0.003648069,0.996351931,26.82486937,1153.525025,-27.1547019,-79.25,-80.899902,-68,-33.949951,1167.566671,1245,1130.050049,1217.550412,1165,1232,1161.300049,0,17.6730408,24.56979835,0.033957161,17.57665517
6/21/2011,1164.949951,1170,1136,1144.800049,261594,15527701.31,1153.9375,0,90,31.63006538,12.88123662,22.64314206,14.62327066,1212.800001,1257.240545,1140.09947,0.019438413,1151.789476,-18.33225443,-10.77395827,-7.558296161,30.62802953,46743869,-1.511595546,-1694.9951,-0.013741073,0.986258927,30.86938381,1153,-37.2646994,-79.099975,-82,-66.050049,-60.050049,1153.483358,1241,1130.050049,1219.25367,1160.75,1177,1130.050049,0,30.76460001,12.73748644,0.040127508,27.4794544
6/22/2011,1145.150024,1149.900024,1117.099976,1122.75,359730,15291903.03,1133.725006,20,90,31.71363557,11.92962887,26.62363234,15.78636101,1207.302782,1259.77419,1117.33582,-0.016558763,1132.333027,-22.78442442,-13.1760515,-9.608372927,30.00807636,46384139,-1.88851453,-2305.0049,-0.019261048,0.980738952,37.53580619,1133.5,-49.8970509,-92.300049,-92.900024,-72.799927,-69.849976,1136.43335,1241,1117.099976,1222.29099,1144.800049,1170,1136,0,21.04850152,4.417531618,0.038010685,38.11351623
