0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-3.65465621,3.433479451,1.444545241,-0.477304868,-0.479849726,2.326579494,1.016827076,0.902855801,-0.902049417,-0.021488606,-0.049522595,-0.382314086,-0.746784932,0.598442138,-0.065595138,-0.193419781,0.149044744,0.601597665,-0.285168893,0.857654883,0.295730996,0.381324236,-0.061037968,0.082407297,0.076764728,0.045779477,0.077309195,-0.000757265,0.003728857,0.002098911,-0.001080103,0.003118784,0.00137725,0.00342574,-0.000209668,0.000433605
-3.675460884,3.577929572,0.073586932,0.34523644,-0.707028538,2.041546519,1.380688192,0.834944084,-1.367069622,-0.239491398,0.284729067,-0.172835649,-0.490756756,0.101273279,0.102821628,0.068742684,0.489554527,0.467525412,-0.074061322,0.269126172,0.327807415,0.293537223,-0.004151081,0.065738718,0.071116618,0.021243903,0.033979439,-0.002877072,0.00752153,0.001744762,0.000268463,-0.002264689,-0.004073533,0.001702162,0.001720456,0.000191859
-3.65876126,1.586702651,2.746054994,-0.337875065,-1.157183464,2.062287534,0.600169832,0.989168437,-0.951648575,-0.752756095,0.420181935,0.03615323,-0.460429041,0.715199011,-0.472450073,-0.469215853,0.719412433,-0.12903502,0.122315101,0.341724061,-0.058263646,0.975492362,-0.018523622,-0.121730035,-0.100427923,0.02431959,-0.045106103,-0.002373126,0.014708489,-0.009651149,0.01127901,-0.013756783,-0.001047786,0.001396651,0.000818819,-8.83E-05
-3.619329575,1.217071524,1.073656098,1.242578332,-0.024260987,0.871562305,2.005467957,1.555164139,-0.576914489,-0.224599649,-0.852963298,0.849985233,0.013107179,0.33536767,0.509298271,-0.272417989,0.16259199,0.585686958,-0.107875871,-0.173144339,0.255743219,0.941972195,0.08545024,0.026011995,-0.050519847,-0.056780872,0.045908152,0.002300517,0.008846338,-0.012261364,0.012214302,-0.008378379,0.001942078,-0.000264307,0.000905691,-0.000152851
-3.656152692,1.796870395,-0.157054373,1.260301293,-0.25689229,0.939902754,0.375418091,1.684641682,-0.682801302,-0.375249937,-0.557947751,1.103311146,-0.006593816,-0.032937489,0.285912835,-0.341328209,0.710314994,-0.156719133,0.282063056,-0.768222501,0.519034924,0.800826775,0.114320861,-0.096017731,-0.119235211,0.010805591,0.001529905,0.005081732,0.004071818,-0.01485308,0.01056702,-0.006132263,0.001112978,-9.99E-05,-0.000251009,-0.001286522
-3.638909336,1.497143792,0.478501004,1.156822959,0.332576829,1.268378103,0.539339998,1.718235538,0.206545306,-0.573217744,-0.769580699,0.316624457,-0.286892562,0.082664311,0.260933796,-0.326655852,0.53758734,-0.13158952,0.363430462,-0.518583184,0.47847097,0.826109026,0.031123478,-0.012832258,0.063699619,-0.087055009,0.055369721,-0.00431687,-0.002024924,-0.005890049,0.011688988,-0.007088823,0.010106211,0.000128121,0.000777092,9.80E-06
-3.657861282,3.906595436,-3.446353507,2.055513302,0.703038167,0.816969649,1.85495519,0.345493644,-1.098121613,0.574786495,-1.010296489,0.149402626,0.402113298,-0.103296898,1.490560879,0.098228036,0.581880989,0.287329769,0.083235495,-0.301152386,0.480632609,-0.258470465,0.011459025,-0.143188192,0.284356452,-0.070585564,0.003045123,0.00722532,-0.008274837,-0.005314342,0.003510095,0.006694493,-0.001314445,-0.000181249,0.003539004,-0.00030698
-3.659369721,3.061916053,-0.062935548,0.387890552,0.382184356,2.535748861,-0.398468298,0.949180858,-0.126011277,0.385414957,-1.021306197,-0.018528502,0.031650183,0.864520888,0.384508916,-0.525589742,0.237724083,0.380470724,0.190937982,-0.083676967,0.380036674,-0.100897526,0.062278345,0.053054497,0.258119206,0.00420129,0.019569044,0.003852841,-0.010035703,0.006019744,0.010500872,0.00055236,7.78E-05,-3.11E-05,0.00171583,6.63E-06
-3.638068561,2.194248573,1.479514017,0.178018148,-0.00089464,1.748833816,1.379709453,0.401468827,-0.529539491,0.025457914,-0.504581991,-0.089689519,0.123395359,1.225732825,0.614827009,-0.38537211,0.176233608,0.710464782,-0.072063043,0.25894141,0.488921736,-0.390931867,-0.030087224,-0.087585266,0.272652583,0.125720803,-0.064450746,-0.001771153,-0.004671797,-0.007844937,-0.000530056,0.001949868,0.00373577,0.002976516,0.001241576,-0.000135044
-3.625342335,1.868613374,1.802345682,0.351591772,0.113438331,1.61400294,2.032652964,0.241004516,-0.505772165,-0.255144084,-0.3868065,-0.348794347,-0.058343637,1.012159204,0.617320233,-0.418491988,0.197704496,0.345906236,0.363679232,-0.101598964,0.579249774,-0.280740476,0.131368826,-0.059049666,0.209864363,-0.023319555,-0.013715318,-0.008548892,-0.004057613,-0.001793386,0.003235613,0.000763466,-0.001372679,0.000600647,0.001943812,0.001506144
-3.64426261,3.005700196,-0.794504056,1.075512919,0.349587524,1.36473572,1.148961063,0.335963666,-0.890931878,-0.185229867,-0.35338478,-0.523583697,-0.207748377,0.395798435,0.918558519,-0.29564972,0.517794429,-0.091076518,0.275141171,-0.216621364,0.307279822,-0.007190398,0.092449758,-0.134990906,0.211460283,0.007093975,-0.024884234,-0.007729693,-0.001916316,-0.005738401,-0.001894205,-0.005742043,-0.007335544,-0.001986222,0.002076274,-0.000403757
-3.684637095,3.069623269,0.030010587,0.215363465,0.215313533,2.029304081,-0.332249225,0.202009831,-0.583110938,0.028659066,-0.579957474,-0.461745926,-0.200336183,0.774649112,0.369556095,-0.593800226,0.575027905,-0.31832856,0.154657635,0.268519275,0.054140706,0.04028772,0.161321141,-0.046581335,0.152093754,0.016635307,0.031500085,-0.004560445,-0.002272547,-0.000789546,0.004140817,-0.005732739,-0.001945988,0.003760717,-0.000445325,-8.85E-05
-3.723992635,3.40834063,-0.460945317,0.415013132,0.625032272,1.815549979,0.354957171,-0.392908461,-0.278167639,-0.031662515,-0.671255826,-0.697824357,-0.29013454,0.331513669,0.443425323,-0.461495451,0.554473179,-0.200286708,-0.021934081,0.330337567,0.009169257,0.196717496,0.112866224,-0.055252513,0.13820454,0.04500354,-0.014885467,-0.004997779,-0.002686709,-0.000839457,-0.004367291,-0.007434538,0.004366402,0.001741385,0.000479637,0.000321383
-3.765025319,3.17276669,-0.231975342,0.287136707,0.408637566,1.645754759,0.091970306,-0.712293359,-0.382406428,-0.16380639,-0.648084047,-0.460308711,-0.197593737,0.201753676,0.357020475,-0.673447727,0.69535414,-0.535931048,0.332985677,-0.315134441,0.177115374,0.191413912,0.104358788,-0.01730181,0.162052658,-0.070107535,-0.00718268,-0.000439766,-0.001146463,-0.009035336,-0.003335049,0.001168374,-0.002371478,0.002367008,-0.000410944,-0.000516504
-3.770872535,2.645366034,0.623180484,0.17977549,0.341294703,1.639257132,0.555751795,-0.825096065,-0.416038604,-0.480141867,-0.585230114,-0.477402878,-0.360802839,0.205867032,0.160554935,-0.72835263,0.379982923,-0.249962048,0.292165688,-0.274471743,0.251066683,0.171178022,0.249554691,-0.115603498,0.045449147,0.014966807,-0.052571278,0.001058171,-0.002292086,0.004393516,-0.003607705,0.002708173,-0.002823225,-0.000985594,0.002541517,0.000578698
-3.808404383,2.939149444,-0.388290621,0.558875774,0.484413067,1.806651831,0.300820347,-0.618722027,-0.452027841,-0.598043534,-0.63905606,-0.796707858,-0.355788596,0.031032968,0.367544223,-0.546840722,0.320268817,0.10918452,0.053749373,-0.104274687,0.118764985,0.046258828,0.112168877,0.2120974,0.304192286,0.001566229,-0.009355698,0.001091198,-0.002878161,0.000210464,-0.003028072,0.002087024,-0.006703928,0.000314213,0.00138311,-0.000279369
-3.810146013,3.552672629,-1.458660606,0.811390463,0.612868962,2.206508403,-0.226527071,-0.453106374,-0.749379114,-0.050120712,-0.94859034,-0.071775835,-0.098295656,-0.081419397,0.277099199,-0.560099843,0.267126698,0.251408677,-0.118965905,0.114279911,0.007376195,-0.068639765,0.037571758,-0.094673641,0.182880035,0.014544604,0.011672025,0.00131447,-0.006235396,0.002189901,-0.00568035,-0.006465585,-0.002456617,0.00212743,0.00074007,0.000150306
-3.79686717,2.412564899,1.35772583,-0.080354197,0.176113312,2.625791362,0.038914281,-0.448779817,-0.666006106,-0.449591127,-0.655407978,0.17076972,-0.291146033,0.347012513,-0.429293002,-0.733510606,0.131196559,0.18225188,0.025116484,0.426405944,0.037420923,0.130881397,0.086664332,0.004348956,0.058641232,-0.0400614,0.065957965,-0.003410706,0.001001811,-0.005331273,0.005202822,-0.001014586,-0.000416258,0.003552528,0.000129987,-0.000476564
-3.816144304,3.217615355,-0.59214423,0.647815256,0.497574711,1.801686129,1.022403737,-0.948754418,-1.180580521,-0.624923981,-0.436529003,-0.070872364,-0.318400081,-0.239891717,0.200358568,-0.373596924,0.188387545,0.315388308,-0.25527321,0.347588767,0.135053357,0.097003425,0.031792958,-0.137159154,0.01232917,0.02042702,-0.001059214,0.000598119,-0.003227891,0.000361098,0.000255167,-0.001801835,0.001504849,-1.81E-05,0.001440818,-8.30E-05
-3.814762677,2.139802924,1.408231801,-0.085222215,-0.162081847,2.108983503,-0.17995865,-0.474622924,-0.868118356,-1.018589693,-0.201044969,0.438645619,-0.410450197,0.052305025,-0.588261108,-0.566465393,0.411452274,-0.141166722,-0.122096111,0.522893085,0.02532499,0.29330805,-0.072455335,0.059734857,0.035062358,0.001479528,0.036447014,-0.004464402,0.007331965,-0.000547955,0.004188526,-0.001215379,0.00332846,-0.001774321,0.000483366,-0.000499251
-3.744844706,0.175628851,2.63413219,0.691301064,0.406189728,0.965649438,1.241916993,0.468302698,-0.335155444,-0.741758571,-1.379021428,1.457645639,-0.049609168,0.362689869,-0.165201124,-0.682551685,-0.104047887,0.011600093,-0.001915724,0.292512308,0.21335532,0.278746972,0.114608904,-0.075228688,-0.072365009,-0.008746295,0.005522707,-0.00901047,0.002647475,-0.00781804,0.003741462,-0.002373239,0.001449445,-0.003206247,0.000955924,-0.000378267
-3.77622088,1.306440451,-0.190864261,1.519563313,0.813138468,0.594176948,1.12785101,0.067363993,-0.49357478,-0.680226703,-1.372471845,1.073310374,-0.142232192,-0.427250737,0.309888642,-0.448399964,0.004674103,0.096269944,-0.172136086,0.124689507,0.18136487,0.281045105,0.062013108,-0.117792584,-0.02801835,0.016140034,-0.009442535,-0.002334352,-0.002779895,-0.007820882,-5.26E-05,-0.001012315,0.001711805,-0.004642579,-0.000102334,-0.000446432
-3.749559161,0.735400254,0.934884298,0.93086239,0.060387216,0.991402128,-0.185911431,0.806491998,-0.446382873,-0.942971275,-0.804958112,1.131180209,-0.148952914,0.160096213,-0.096478665,-0.517681278,0.390548893,-0.29332529,-0.035837725,0.172748601,0.114876914,0.4105774,0.083480793,-0.040165397,-0.049539846,-0.006602269,-0.004441396,-0.006133649,0.004606245,-0.005354544,0.00753056,-0.00399519,0.004214231,0.00019311,-0.00197262,-0.000282326
-3.691782242,-0.074532601,2.132811662,1.097476868,0.769080506,0.866566659,1.340827042,0.891476754,0.546245749,-1.009082814,-1.18562479,1.090919327,-0.356372718,0.046623081,-0.164462074,-0.315583592,-0.029342185,0.116358964,-0.088647476,0.539061169,0.306128342,0.323946547,0.10108032,0.009171413,-0.044273758,-0.035425737,0.024051305,-0.019268365,-0.000167576,0.000512668,0.004683319,-0.00083642,0.005530478,-0.003577002,-0.000835066,0.000707546
-3.736568119,2.191116279,-2.178854059,2.184537939,1.092821672,0.493226079,1.323440014,0.538496949,-0.398333892,-0.794217335,-0.938029582,0.659144582,-0.358927345,-0.875910956,0.805810843,-0.011829457,-0.066443264,0.53052985,-0.166492587,-0.362698568,0.746566145,0.170609459,-0.017422412,-0.109212909,0.023107006,-0.028622884,0.018989115,0.000761094,-0.012112177,-0.01033582,-0.000261487,0.003853246,-0.006595591,-0.00295686,-0.001044022,0.000227114
-3.709571117,0.309649482,1.480942012,0.605715703,0.242980394,1.18587342,-0.90018186,1.129549735,0.179628858,-1.32987307,-0.676810493,0.533351949,-0.556645495,0.442425527,-0.043618161,-0.641651302,-0.001044762,0.100057669,0.060954327,-0.128278156,0.491004885,0.154855853,-0.10191807,0.001890712,0.143131924,-0.018753051,0.011991363,-0.008614478,-0.007702264,0.004578803,0.005371493,-0.002322574,-0.004928328,0.001457969,-0.001150343,0.000955912
-3.629554544,-1.605081516,2.899208628,0.460552431,-0.471995429,-0.379194013,0.180316649,0.380414786,0.244097927,-1.644596343,0.306487,0.710195442,-0.19704146,0.575266337,-0.136666375,-0.428327049,0.876139401,-0.056936666,-0.33049862,-0.055669738,0.319241471,-0.186887655,0.042832369,-0.153403963,0.081328749,-0.032870684,-0.086043371,-0.016429693,-0.000130104,0.005112917,0.005614867,-0.001157609,-0.003177486,0.001357292,-0.000388395,-0.000208323
-3.54523736,-2.372740878,3.921173722,-0.174778359,-0.580249473,0.15993845,-0.324121805,-0.432493019,0.244252969,-0.260416632,-0.749691517,1.294486889,0.597457959,1.434821403,-0.042720525,-1.191272479,0.619446432,-0.092256639,0.097471571,-0.053892601,-0.028249824,0.407767771,-0.171171386,-0.048019566,0.141023871,-0.047557989,-0.051368321,-0.007638093,0.01372476,-0.001311118,-0.009100959,0.003948169,0.003588396,-0.000910789,-0.001621226,4.14E-05
-3.465435404,-2.597281577,2.517082528,0.632517674,-0.490039935,-0.485268632,0.3574441,-0.664220887,0.092285921,-0.251023927,-0.625096209,1.118131308,0.481131798,1.098370804,0.443773082,-1.057005287,0.616705506,-0.198530413,0.263224147,0.307560983,-0.066805471,0.083173488,0.104519704,-0.04199489,0.038172927,-0.005058355,-0.047049363,-0.01400284,0.006364777,0.011310332,0.003831856,0.00677954,-0.003785611,-0.000379046,-0.000242871,-6.87E-05
-3.451825765,-1.595542703,0.027867576,1.426735824,-0.409250686,-1.182626862,0.577249849,-0.577748722,-0.152610161,-0.148325854,-0.544907613,1.137559123,0.34350284,0.559042275,0.959937712,-0.613991015,0.75279213,-0.320455701,0.142298094,0.547215018,0.017131136,0.063841387,0.043136299,-0.083038101,0.003051093,0.003741321,-0.029410845,-0.009652202,-0.000984008,-0.005803778,-0.004808288,0.004437559,-0.000922772,-0.000935347,0.000693918,0.000115488
-3.470925385,-0.821192608,-1.505772266,1.463566432,-0.599331999,-0.847157105,-1.204440529,-0.184335837,-0.046321482,-0.076626845,-0.483594037,0.99262392,0.064032502,0.345211565,0.878858128,-0.609522973,0.90329175,-0.584613787,0.135370344,0.64750565,-0.198394795,0.181009429,-0.003066722,0.060951907,0.065337608,-0.033971404,-0.01599456,-0.00864775,0.000764098,0.002891109,-0.004497327,-0.004117179,0.004414805,-0.000403078,-0.000127972,-0.000130507
-3.462130242,-0.999451744,-0.990237459,0.995008448,-0.648963408,-0.285194349,-1.786274744,0.153466322,0.052037068,-0.022807335,-0.307517504,0.658028366,-0.349165343,0.378531839,0.401468373,-0.599948563,0.826278821,-0.376311905,0.128724727,0.681168601,-0.118917687,0.03969435,0.105704119,-0.023974275,0.027931098,-0.024100006,-0.042846371,-0.005996517,-0.000898619,0.005194003,-0.004741853,-0.006694497,0.003742641,0.00216023,-0.000907472,-0.000748652
-3.427705164,-2.023634244,1.119281398,0.279615672,-0.648234188,-0.538502109,-0.454438042,-0.248025263,0.135574678,-0.291601273,-0.065905346,0.126705124,-0.721714678,0.71289737,0.293557123,-0.508121071,0.331121824,0.428057081,-0.207173095,1.044300602,0.145280054,-0.236017887,-0.04573444,-0.059274565,0.078511199,0.031450257,-0.053012724,-0.000529594,-0.00895165,0.003693943,-0.004579462,-0.005009418,0.003068182,0.000768255,0.000544603,0.000518903
-3.389057182,-2.92490397,1.448933492,0.598800675,-0.458904289,-0.881541693,0.143722469,-0.118094791,0.204070917,-0.22947103,-0.36441549,0.443705428,-0.673128911,0.448891917,0.434004586,-0.704654049,0.106201789,0.465555993,0.273687655,0.344582744,0.399327062,-0.281948629,0.036073002,0.203685784,0.156989534,-0.005174084,-0.050327962,-0.006920231,-0.00296025,-0.006820795,-0.003840408,-0.002267969,-0.006379232,-0.001110483,0.000549578,4.12E-05
-3.424073938,-1.808369785,-1.049264488,1.504033441,-0.647896389,-1.178936727,0.058596416,0.238865213,-0.055894302,-0.325110768,-0.280025621,0.64467688,-0.621269978,-0.124129548,0.645329338,-0.321583782,0.329465481,0.322384156,0.236495684,0.418018506,0.203710959,-0.162818867,0.175009637,-0.105174203,0.027937733,0.001776118,-0.044979596,-0.00337585,0.010960629,0.00133219,-0.007380722,-0.003275164,-0.004366695,-0.000154632,0.000543699,0.000481129
-3.506912028,-0.861735124,-1.877384078,1.084770758,-0.757495303,-0.845684561,-1.491346846,0.550978834,-0.016074418,-0.272753802,-0.486863252,0.456107843,-0.758039177,-0.223614439,0.39997263,-0.26454226,0.45958635,0.121905055,0.163969,0.450058978,0.199982119,-0.211208277,0.104058946,-0.034851098,0.142291441,-0.010109823,0.028143995,-0.00375065,0.00732916,0.006032376,-0.003469658,-0.000789253,-0.002344645,0.002146735,-0.001429823,-0.000295771
-3.575801137,-0.537802248,-1.34717378,0.568985027,-1.292369665,-0.785759282,-1.844210044,0.366690947,0.52202051,-0.652457465,-0.356662907,0.336450505,-0.612135558,0.098800273,0.365081126,-0.278062228,0.416161959,0.259164415,0.258610775,0.227811634,0.429459357,-0.456563267,0.344850426,0.048886784,0.074126448,0.007126551,0.027315857,0.003526916,-0.005129228,0.01235743,-0.011561247,0.000443887,0.000586713,0.0016282,-0.00033834,-0.000219387
-3.627314783,0.947654182,-1.824361017,-0.020355547,-1.440852425,-0.577853351,-0.871350021,-0.895292414,-0.037300277,0.755193644,-0.983660649,0.630896621,0.242460962,0.448013538,0.653300924,-0.213461976,0.679304043,-0.05421661,0.541233428,0.331580488,0.474211937,-0.755130042,0.088364226,0.029342629,0.200404054,0.013484141,-0.015260302,-0.009393674,-0.011577525,0.003988813,-0.014363076,0.008249463,-0.002937991,0.001429828,0.00040258,-0.001066832
-3.635881845,-0.052002482,0.296629247,-0.658846263,-1.775974331,-0.657801911,-0.467212126,-1.08577811,0.155948881,0.429479082,-0.758265515,0.414774962,-0.027870117,0.632207811,0.345521073,-0.453186358,0.536494265,0.005203806,0.649258131,0.093331442,0.48659317,-0.482052149,0.081250174,0.132393227,0.188508436,-0.017235712,-0.031205827,-0.0096938,-0.006446786,0.003320229,-0.009388733,0.007595127,-0.002079444,-0.000323317,0.001412257,-0.000334407
-3.634673821,1.231536905,-1.612781614,0.005554258,-1.623190604,-0.560335305,0.312255137,-1.323752708,-0.165554993,0.807096643,-0.650826181,0.219931637,-0.029100358,0.157068887,0.701013486,-0.16202396,0.496314501,0.355413373,0.490427412,0.173066562,0.388028321,-0.51111607,0.017062535,0.046717636,0.220433912,-0.031061254,-0.022175588,-0.011327702,-0.007243155,0.003193898,-0.01380487,0.005610257,-0.004293021,-0.001145382,0.002214088,0.000240435
-3.652202343,1.862513335,-1.835982283,-0.302059793,-1.78710394,0.232298246,-1.101708813,-0.855341743,-0.251562706,0.876557623,-0.526159431,0.285171704,-0.257991885,0.207977052,0.33188207,-0.295326987,0.51361616,0.319722034,0.334532014,0.420737156,0.131976137,-0.264248836,-0.015315257,-0.011466878,0.151721,0.022070282,-0.013620605,-0.003247819,-0.001202883,0.007179157,-0.008377301,0.000484296,-0.005798356,0.001653874,-0.000626817,-0.000247635
-3.665011614,1.744908602,-0.293645971,-0.800715471,-1.528006613,0.763768154,-0.323749374,-1.081718921,0.191738781,0.767638672,-0.461520616,0.179752625,-0.525955278,0.0471011,-0.146871457,-0.382734157,0.227381197,0.651323701,0.326463829,0.334254925,0.260783565,0.249052803,0.074936131,0.04103776,-0.036967704,0.028865917,0.011623494,0.001983028,0.00107109,0.00087527,-0.00146527,-0.002502214,-4.31E-05,-0.000221501,-0.001010145,2.06E-05
-3.681384285,3.033520163,-2.052498729,-0.180716772,-1.240998552,0.445513882,0.504779725,-1.172361553,-0.383583106,0.830827179,-0.263591383,0.29451089,-0.639358869,-0.663706306,0.122857274,-0.012334875,0.376510185,0.452917013,0.260316887,0.306951282,0.374439577,0.234592485,0.081676055,-0.025180272,-0.098147309,-0.008811496,0.021030005,0.003469824,0.002639109,-0.005153445,-0.004504564,-0.001324212,0.000567955,0.000273287,-0.0004192,-8.04E-05
-3.705449018,3.134961796,-1.309090345,-0.715748372,-1.031064302,1.364838778,-0.777294106,-0.83398246,0.235667334,0.781412244,-0.407504318,-0.048052323,-0.812024862,-0.388558246,-0.301887115,-0.22423716,0.383604649,0.371989022,0.241734035,0.437080228,0.145032864,0.373548678,0.051343734,0.102628619,-0.027286884,0.026843201,0.013735458,0.003188015,0.001575685,0.006885806,-0.00443044,-0.005929444,0.00176862,0.000836053,-0.00029075,-5.51E-05
-3.705577802,3.306175279,-2.024207115,-0.242590002,-1.054621131,0.806203026,-0.327999405,-0.85186952,-0.130754022,0.807472082,-0.257232464,0.306045213,-0.57220863,-0.51899174,0.023560023,-0.088438738,0.572468329,0.378736546,0.046994213,0.303504872,0.108132159,0.102987763,-0.00513106,-0.013393325,-0.007536346,0.008412712,-0.016308754,0.006984528,1.72E-05,0.001498851,-0.003828452,-0.006862816,0.00140165,0.001130597,0.000126545,-0.000650403
-3.681057374,1.852618675,1.059472651,-1.247567554,-1.800994512,0.928906844,-0.456833786,-0.797063609,0.022434297,0.264649383,0.310066336,0.211061941,-0.591544698,0.325299485,-0.397186374,-0.375281728,0.555682983,0.493739903,0.090259202,0.107815385,0.242785091,0.119950138,-0.074850301,0.010389598,-0.017498211,-0.00807237,-0.023282303,0.010957484,-0.003194272,0.002289677,0.000135671,-0.002963116,0.001447354,-0.000322363,0.000580319,0.000268326
-3.642385972,0.631475988,2.26867948,-0.957786288,-1.998914378,0.417425908,0.852041809,-0.691948716,-0.146654634,-0.032408429,0.376294818,0.338866379,-0.57594682,0.400648765,-0.321285484,-0.359937442,0.495263919,0.361431848,0.29774291,0.137333349,0.216244144,0.225686829,-0.00807666,0.019563909,-0.03380782,-0.071434902,-0.02423843,0.004643963,0.000581967,-0.00380672,0.005553405,0.000323867,-0.000860545,-0.00221024,8.86E-05,-0.000864728
-3.630428297,2.159736315,-0.466799535,0.189767188,-1.133331581,0.5283177,1.491013296,-0.199566295,-0.007014024,0.183862843,0.275814325,-0.196588364,-0.83928764,-0.46661314,-0.019053471,0.288417058,0.736806204,0.156330705,0.210417211,0.48834778,0.160796946,0.373006884,-0.020445764,-0.061754195,0.039893533,-0.154651549,0.055262517,-0.000255795,-0.001746508,-0.003614253,0.007496532,0.001241142,0.002472048,-0.000989036,-0.001103479,0.000335276
-3.639419042,1.63935203,0.600366513,-0.287474276,-1.369270903,0.841664607,0.199641237,0.53582495,-0.026307624,-0.113652829,0.164067287,-0.260134313,-1.006972471,0.010043028,-0.298757333,0.072601236,0.811460578,-0.499823311,0.601762603,0.468642208,0.20497984,0.373227869,-0.066569955,-0.047856326,0.14876211,0.049717595,-0.066302031,-0.003435793,0.00313971,-0.00392189,0.00521973,0.001612125,0.000989264,0.002825326,-0.001519542,-0.000582864
