0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,25,26,27,28,29,30,31,32,33,34,35,Close
-3.519873487,2.736192458,-0.499464906,1.378792621,-0.722942991,-0.205957125,-0.890479233,2.088074711,-0.59220364,-0.344274395,0.0332443,0.20389475,-1.130845388,0.120516605,0.333398253,-0.408979557,-0.119173047,0.050623951,0.288200288,-0.110601622,0.272394493,0.072179497,0.048665913,0.001832684,0.000640325,-0.001861459,-0.004440868,-0.000815687,-0.006070578,-0.000559189,-0.002765562,0.000663134,812.450012
-3.561046417,2.906061775,-0.682017357,1.299830783,-0.989954507,0.426653492,-1.994320426,1.100597414,-1.071168569,-0.42758652,0.174765263,0.218525658,-0.956316983,-0.349696525,0.501000372,-0.465302059,0.049306778,0.02235544,0.191674127,-0.142545757,0.302800435,0.102374284,0.032139941,0.00325353,0.003272008,0.010860476,-0.01044464,-0.003926624,-0.001795709,-0.00039444,-0.001887163,0.000511669,806.200012
-3.560077614,2.395300874,0.193281573,1.331746435,-0.826600642,1.114317075,-1.507157321,1.041756093,-1.479727668,-0.597917214,0.271434034,-0.19522897,-1.19058932,-0.60521479,0.434672006,0.009695317,-0.273777806,0.204982536,0.245624271,-0.248328375,0.346497129,0.069475502,0.023674239,0.004905417,-0.003843461,0.00539724,-0.000238832,-0.008917363,-0.003949206,0.002471229,-0.00169241,0.000186636,809.400024
-3.552307357,4.021188571,-2.914066562,2.308967555,-0.173455186,0.807237841,-0.32862754,1.971429645,-0.79887745,1.227233767,-1.014844697,-0.024328016,-0.331607908,0.786324338,0.165734334,0.169256184,-0.730349087,-0.127759057,0.099520069,0.07927026,-0.265302885,0.020253489,0.012047464,0.008770482,-0.00677015,-0.002583531,-0.009414136,-0.003053154,-0.00727167,0.002611832,0.000498904,0.000335266,769.700012
-3.559092068,3.658882762,-1.053964819,1.499606189,-0.563227809,1.92487007,-1.577026371,1.210156132,-1.183992067,0.957605968,-0.247684737,-0.270130065,0.191332988,0.090879533,0.136469148,0.061076966,-0.556160449,-0.128028389,-0.062463589,-0.037001204,-0.168844733,0.002100923,0.050618381,0.007557524,-0.006038833,0.003819057,-0.001592159,-0.002563161,-0.003500931,0.002641853,-0.000190925,0.00029214,763.150024
-3.557644145,3.384363886,0.243292507,1.101042446,-1.187854953,1.889205072,-1.201593717,1.370345483,-1.241456171,0.718037961,0.452217766,0.216790025,0.445506749,0.142895866,0.667767803,0.014132415,-0.501944503,0.018666121,0.15568878,0.086637839,-0.214067947,0.075268808,0.001475964,0.004432825,0.000481611,0.001390288,0.001160054,-0.004190119,0.000852574,0.001064587,-0.001342207,-0.000246026,766.349976
-3.545057141,1.438523184,3.593849385,0.333493471,-1.720249024,1.842191067,-0.891115349,1.613759978,-1.357956331,-0.005080387,1.22629447,-0.323338365,0.663221761,-0.09797684,0.37365699,0.0496076,-0.138114134,0.154668837,-0.021418691,-0.006624248,-0.337175872,0.026503483,0.009033204,-0.004252338,-0.001665965,6.64E-05,-0.002989023,-0.002641643,0.000932125,0.000868532,-0.000230866,0.000315993,800.549988
-3.514238327,1.066603015,2.751585302,1.037182573,-1.712876143,0.619709717,0.421361623,2.358250517,-1.021646265,-0.173398064,1.013127907,0.105685541,0.015665235,0.493386075,0.711840541,-0.104177954,0.592663183,-0.14635097,-0.226079884,0.133285111,-0.376960588,-0.042111902,-0.044306047,-0.010697772,0.003260163,-0.005251757,0.000679949,0.002825972,-0.005649406,-0.000940973,0.001253552,-0.000276372,813.299988
-3.504422674,0.371053994,3.207270852,0.872605717,-1.812445598,0.268545067,-0.022230677,2.182223919,-0.985253661,-0.476945159,1.103805136,-0.189166021,-0.217802422,0.405202544,0.581037631,-0.252225742,1.068649121,0.011704148,-0.160053373,-0.205375231,-0.366932203,-0.046968953,-0.038835855,-0.011648836,-0.001970968,-0.003445349,-0.001001238,0.002190337,-0.001950079,-0.002275634,0.001302778,0.000910954,832.900024
