10/12/2009,1489,1529.900024,1481,1515.650024
10/14/2009,1527.199951,1549,1512,1519.599976
10/15/2009,1531.099976,1548,1512.199951,1526.050049
10/16/2009,1529,1553.900024,1509.5,1515.150024
10/20/2009,1527.5,1567.800049,1515,1548.75
10/21/2009,1550,1558.900024,1495.300049,1507.199951
10/22/2009,1501,1514.400024,1462.199951,1491.099976
10/23/2009,1500,1535.900024,1495,1518.800049
10/26/2009,1522,1550,1496.349976,1517.550049
10/27/2009,1500,1528.5,1465.349976,1479.050049
10/28/2009,1475,1479.900024,1405.599976,1415.400024
10/29/2009,1400,1413.900024,1368,1379.150024
10/30/2009,1423.900024,1445.900024,1376.599976,1403.300049
11/3/2009,1403,1436.849976,1396,1427.800049
11/4/2009,1434.800049,1470,1416.099976,1462.300049
11/5/2009,1459,1493.849976,1416.099976,1485.699951
11/6/2009,1503,1519,1461.099976,1471.25
11/9/2009,1473,1493.800049,1447.099976,1484.25
11/10/2009,1495.099976,1501,1438.5,1445.550049
11/11/2009,1435.349976,1462,1418,1451.449951
11/12/2009,1460,1479.849976,1416,1423.099976
11/13/2009,1423,1484.449951,1390,1478.349976
11/16/2009,1425,1568,1425,1558.349976
11/17/2009,1554,1567.5,1537.099976,1556.349976
11/18/2009,1550,1575.800049,1521.25,1559.25
11/19/2009,1550,1574.599976,1528.099976,1550.550049
11/20/2009,1531.25,1549.5,1520.099976,1542.800049
11/23/2009,1557.699951,1567.099976,1544.050049,1560.25
11/24/2009,1558.5,1619,1558.5,1599.650024
11/25/2009,1600.25,1639,1600,1621.949951
11/26/2009,1620,1635.599976,1560.349976,1579.400024
11/27/2009,1516,1583.849976,1458.800049,1567.199951
11/30/2009,1692.300049,1692.300049,1548,1557.349976
12/1/2009,1565,1607,1565,1587.199951
12/2/2009,1597,1637.650024,1597,1612.949951
12/3/2009,1623,1651.900024,1612.400024,1643
12/4/2009,1631,1635,1583,1591.949951
12/7/2009,1590,1613.599976,1570,1577.5
12/8/2009,1577,1591.849976,1563.099976,1568.449951
12/9/2009,1573,1635.599976,1550,1611.099976
12/10/2009,1615,1628.25,1582.5,1589.949951
12/11/2009,1592,1615,1584.099976,1591.75
12/14/2009,1595,1625,1586.5,1609.449951
12/15/2009,1619,1619,1562.25,1578.849976
12/16/2009,1590.949951,1590.949951,1557.300049,1569.949951
12/17/2009,1574,1574,1550,1554.449951
12/18/2009,1540,1560,1534.099976,1548.800049
12/21/2009,1553,1562,1514.75,1521.25
12/22/2009,1528,1540,1523,1531.25
12/23/2009,1534,1564,1534,1558.349976
12/24/2009,1564.900024,1574,1551.099976,1565.949951
12/29/2009,1574.900024,1577,1558.900024,1567.150024
12/30/2009,1567.150024,1573,1555.150024,1570.400024
12/31/2009,1575.150024,1575.150024,1541.5,1560.099976
1/4/2010,1565,1586.699951,1546.150024,1551.449951
1/5/2010,1563.5,1567.550049,1510,1515.849976
1/6/2010,1518,1522.800049,1460,1461.650024
1/7/2010,1468,1485,1450,1453.300049
1/8/2010,1459,1463.800049,1421.099976,1433.150024
1/11/2010,1442,1462.25,1438,1454.75
1/12/2010,1454.75,1462,1435,1441
1/13/2010,1437,1449.5,1410.800049,1428.75
1/14/2010,1439,1443.25,1411,1414.849976
1/15/2010,1410,1442.900024,1408.150024,1413.449951
1/18/2010,1409,1447,1407,1429.349976
1/19/2010,1435,1450,1413.099976,1419.300049
1/20/2010,1428.800049,1465,1421,1458.349976
1/21/2010,1445,1480,1440,1452.75
1/22/2010,1440,1457,1405,1444.449951
1/25/2010,1412,1475,1412,1446.199951
1/27/2010,1431,1447,1350.300049,1369.800049
1/28/2010,1377,1399,1362.050049,1378.300049
1/29/2010,1374.400024,1399,1332,1389.449951
2/1/2010,1389,1419.699951,1375.25,1398.949951
2/2/2010,1418.25,1418.25,1360,1373.550049
2/3/2010,1365,1384.900024,1360.199951,1377.25
2/4/2010,1370,1385,1355,1365.150024
2/5/2010,1349.5,1378.050049,1320.25,1358.900024
2/8/2010,1375.099976,1388.800049,1347.199951,1362.050049
2/9/2010,1355,1374,1342.5,1352.75
2/10/2010,1355,1368.599976,1328.25,1333.900024
2/11/2010,1330.099976,1363.5,1330.099976,1356.349976
2/15/2010,1364,1368.800049,1330.099976,1336
2/16/2010,1339.699951,1370.449951,1334,1357.349976
2/17/2010,1369.949951,1386.900024,1365.300049,1380.25
2/18/2010,1390,1390,1349,1359.650024
2/19/2010,1354,1381,1335,1371
2/22/2010,1380,1403,1378.300049,1386.25
2/23/2010,1369.849976,1389,1317.699951,1335.75
2/24/2010,1325,1388.849976,1317.650024,1365.400024
2/25/2010,1374.199951,1407.900024,1358,1399.900024
2/26/2010,1398.800049,1490,1375,1459.949951
3/2/2010,1472,1501,1462.550049,1491.099976
3/3/2010,1496,1500.900024,1460.650024,1476.5
3/4/2010,1477,1489,1452.099976,1457.150024
3/5/2010,1467,1474.400024,1447.699951,1457.050049
3/8/2010,1473.699951,1492.300049,1463,1478.150024
3/9/2010,1480,1509.150024,1471,1499.5
3/10/2010,1508,1519.800049,1470,1479.849976
3/11/2010,1470.050049,1484.949951,1455,1464.199951
3/12/2010,1470,1487.5,1460,1463.599976
3/15/2010,1464,1464.800049,1426.150024,1446.099976
3/16/2010,1459.800049,1462.800049,1436.449951,1458.800049
3/17/2010,1465,1473.75,1428.650024,1433.5
3/18/2010,1444,1446,1409,1421.699951
3/19/2010,1428,1434.300049,1421,1429.300049
3/22/2010,1420,1423.800049,1391,1397.449951
3/23/2010,1404.949951,1412.199951,1388,1393.400024
3/25/2010,1390,1397.849976,1360,1370.150024
3/26/2010,1372,1413,1368.050049,1396.849976
3/29/2010,1409.800049,1437.800049,1397.199951,1427.449951
3/30/2010,1400,1446,1400,1407.650024
3/31/2010,1391.550049,1423.5,1349,1417.949951
4/1/2010,1425,1429,1386.25,1393.150024
4/5/2010,1399.5,1409,1386.300049,1397.349976
4/6/2010,1410,1410,1373.25,1376.650024
4/7/2010,1389.699951,1407,1368,1402.900024
4/8/2010,1247.699951,1412,1247.699951,1384.099976
4/9/2010,1396,1399,1370.25,1377.650024
4/12/2010,1398,1408.800049,1363.5,1371.550049
4/13/2010,1375,1376.800049,1352.800049,1363.300049
4/15/2010,1371,1378.900024,1350,1354.849976
4/16/2010,1350.75,1361.699951,1345,1351.150024
4/19/2010,1352.599976,1352.599976,1324.199951,1332.300049
4/20/2010,1340,1366.050049,1332,1352.349976
4/21/2010,1350,1380,1350,1377.449951
4/22/2010,1375,1399.800049,1364.5,1379.349976
4/23/2010,1380,1388.699951,1355.050049,1361.349976
4/26/2010,1370,1385.400024,1327.050049,1333.699951
4/27/2010,1329,1335.150024,1280,1283.300049
4/28/2010,1275,1287.800049,1255,1270.349976
4/29/2010,1273.099976,1294.699951,1272,1289.400024
4/30/2010,1300,1300,1275.099976,1279.699951
5/3/2010,1275,1294.25,1263.349976,1281.449951
5/4/2010,1288,1297.449951,1257.5,1265.349976
5/5/2010,1247.699951,1290,1233.800049,1282.550049
5/6/2010,1284,1289,1265.25,1278.5
5/7/2010,1261,1288,1250,1279
5/10/2010,1291.199951,1299.900024,1276.699951,1295.449951
5/11/2010,1300,1300,1265,1268.099976
5/12/2010,1270,1286.800049,1262,1265.25
5/13/2010,1275,1285.599976,1270.349976,1275.800049
5/14/2010,1269,1281,1246.900024,1259.5
5/17/2010,1250,1254.800049,1237.050049,1241.5
5/18/2010,1241.300049,1252.449951,1236,1242.449951
5/19/2010,1234.699951,1254,1221,1226.800049
5/20/2010,1238.800049,1239.300049,1198.599976,1208.349976
5/21/2010,1176,1245,1170,1238.550049
5/24/2010,1254.900024,1259,1205,1215.650024
5/25/2010,1201.199951,1211,1177.599976,1198.75
5/26/2010,1195,1224,1184.150024,1200.699951
5/27/2010,1205,1248.75,1191,1238.150024
5/28/2010,1243,1244.800049,1216.199951,1225.199951
5/31/2010,1236,1240,1224.650024,1236.849976
6/1/2010,1235,1297,1231.050049,1257
6/2/2010,1261,1286,1261,1278.25
6/3/2010,1288,1310,1287,1296.800049
6/4/2010,1304,1335,1290,1330.050049
6/7/2010,1282.099976,1319.800049,1280.800049,1315.449951
6/8/2010,1319.900024,1337.5,1286.5,1294.349976
6/9/2010,1295.650024,1317.5,1290.050049,1303
6/10/2010,1316,1349.800049,1296,1346.150024
