0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,19,20,24,25,26,27,28,29,30,31,32,33,34,35,Close
-5.637877616,2.056703079,0.280703239,0.11843231,-1.269070836,-0.657577251,0.629031184,0.050099567,-0.621938658,-0.774227682,-0.05680182,0.286636254,-0.238135297,-0.523380036,-0.265689671,0.38003068,-0.434305287,0.069962844,0.03209341,0.086404862,-0.017869805,-0.006127537,-0.012324048,-0.006321333,-0.002026504,0.000388498,0.005339281,0.005865637,-0.001927079,-0.001873769,218.175003
-5.772402913,3.015847013,-1.849653133,0.717985345,-1.490009846,-0.266268187,0.093141084,-0.017152222,-0.690243466,-1.199395132,-0.038585682,-0.091550187,-0.093005146,0.327769434,-0.26324374,0.318343492,-0.238412347,0.080269703,0.008657748,0.049052676,-0.008159733,-0.011352972,-0.013550062,-0.001051256,-0.000269697,-0.011980456,0.001628092,0.004566347,-0.001276719,-0.002765325,213.300003
-5.699736153,1.121590154,1.88478434,-0.114315362,-2.276481877,-0.032332318,0.116466717,0.40339838,-0.915753556,-0.425325043,0.140293995,-0.296710263,0.005699059,-0.615735712,0.41438635,0.368529027,-0.259114504,0.159146893,-0.021466435,0.048762,0.055248051,-0.000910558,-0.019102929,-0.002192586,-0.001177498,-0.013909118,0.004445088,0.001137568,-0.000571864,-0.001718501,218.863007
-5.578352532,0.052460089,2.21103647,0.548680865,-1.319962947,-1.61687524,0.787069027,0.043811692,-0.254172948,-0.303752584,0.558406593,-0.061644782,-0.55697768,-0.150396998,0.289508464,0.367100446,-0.070952648,0.117091131,-0.011678154,-0.085864033,0.007949519,-0.019055316,-0.007261075,-0.004762861,-0.007950016,-0.001238285,0.010783889,-0.000326975,0.001024978,1.61E-05,221.524994
-5.399632305,-1.143972119,2.9091324,0.714908019,-1.45771184,-0.967534129,-0.379992816,-0.134815847,0.568136096,0.54929274,0.068197223,-1.196787144,-1.132501904,-0.731579047,0.06742912,0.634202618,-0.244684283,-0.067948912,-0.060938454,-0.019686854,-0.075624449,-0.013576969,-0.002106478,-0.007336022,-0.00837502,-0.003109816,0.002734429,0.000658843,0.000207695,0.000717752,228.662994
-5.442728021,0.036179129,-0.242382811,1.708415032,-0.680086345,-1.512304943,-0.128605307,-0.790758402,0.658734867,-0.118784121,0.00822912,-1.363867555,-0.551357924,0.315074574,-0.316953711,0.516645953,-0.455656515,-0.005450189,0.058583081,0.006179377,-0.013262233,-0.011118781,-0.000961201,-0.005003685,0.002807018,0.000968892,0.002631868,0.00262986,0.000668993,-0.001038259,225.136993
-5.430788457,-0.069915033,-0.4649905,1.61324863,-1.65835733,-0.14255332,-1.077071177,-0.639758023,0.742580778,0.058945001,0.001389032,-1.10599442,-0.501238413,0.03457402,-0.377093874,0.438677157,-0.224293758,-0.0736288,0.045782031,-0.02602403,-0.077002267,-0.01287447,-0.008467562,0.001416031,0.006397369,-0.014585814,7.67E-05,-0.001295424,-0.001007965,0.000442107,225.188004
-5.465465776,0.181560525,-0.935337905,1.839931735,-1.863430003,0.025586754,-0.852569727,-0.702396406,0.870279331,0.246479735,0.023612147,-0.689890775,-0.186145989,0.001362896,-0.327781709,0.359539967,-0.267861024,-0.106221085,-0.010314901,-0.047703593,-0.046245562,-0.009115342,-0.006753524,-0.000561857,0.007366256,-0.008239103,0.0001894,0.00189612,-0.000636458,0.000395944,224.600006
-5.555941921,1.067884305,-2.411970578,2.087484883,-1.683127254,-0.219796543,-0.810214505,-0.894447392,0.710079625,-0.147371006,0.100256988,-0.354408879,0.226973249,0.285530262,-0.664223809,0.350605676,-0.274248134,-0.010598683,-0.06452863,-0.007709422,-0.010852952,0.012194413,-0.007414527,-0.001270146,0.005812578,-0.010103983,-0.003669149,0.001974381,-0.001211398,0.000307947,219.386993
