Date,Open,High,Low,Close,Volume,A/D line,ohlc,aroon up,aroon down,ATR,DMI+,DMI-,Dx,ADX,sma8,upper bb,lower bb,%b,CMF,ema26,macd,signal,histogram,Mfi,OBV,PPO,ROC,ROC%,ROC Ratio,stdev,median P,AO,mom cp,mom low,mom high,mom op,WMA20,UPC,LPC,TMA20,PCp,Phigh,Plow,rsi2,stck2,stcd2
6/2/2011,579.450012,586,578.325012,583.875,1697654,69744851.3,581.912506,0,40,12.55860108,19.98182412,16.789248,8.682303609,10.02980903,575.690628,592.8881549,562.3718547,0.704644572,0.069315076,583.9901775,0.955541011,-0.560530956,1.516071968,71.28725574,110517576,0.165739898,-482.5012,-0.006508443,0.993491557,8.041751214,582.162506,0.401249788,-3.625,-3.299988,-5.700012,-7.424988,576.0441691,591.700012,560,570.8496162,587.700012,588.5,578.5,70.46325517,54.54540094,73.10616061
6/3/2011,583,587.5,575,576.049988,1367808,68606832.42,580.387497,70,30,12.55441529,18.56073728,18.43997288,0.326383989,9.958417419,575.828125,590.254495,562.7155122,0.484203643,-0.009979514,578.6702505,0.773771381,-0.293670489,1.06744187,64.7215144,109149768,0.134219537,-882.5012,-0.013401862,0.986598138,7.257159175,581.25,2.891981659,-7.225036,0,2.25,1,576.2660726,588.849976,560,570.0694298,583.875,586,578.325012,0,8.399904,31.47265247
6/6/2011,570,584,570,582.174988,1357074,69610095.51,576.543747,60,20,12.65767134,21.36903355,16.98315098,11.43580902,10.10160078,578.0625,589.9418386,562.8081614,0.713756063,0.02351576,581.0184246,1.111957889,-0.012544813,1.124502702,59.14314416,110506842,0.19274898,512.5,0.010632758,1.010632758,7.150351749,577,3.507055541,7.224976,0.424988,-2.400024,-11.325012,577.0638094,588.849976,560,570.594219,576.049988,587.5,575,43.90677227,69.57136,38.985632
6/7/2011,581.5,591.575012,579,589.650024,1837442,70884984.76,585.431259,90,10,12.6517671,20.37415811,15.77742823,12.71515402,9.963475977,580.784378,593.5004719,562.1895305,0.877025483,0.069241506,586.8015962,1.965621645,0.383088479,1.582533167,58.54219639,112344284,0.340198195,647.5036,0.012839844,1.012839844,8.251157544,585.287506,3.941104459,25.350036,19,16.625,6.950012,578.5048831,591.575012,560,570.679045,582.174988,584,570,100,91.07769674,80.32452837
6/8/2011,585.950012,592.5,581.75,590.700012,2127670,72300137.47,587.725006,90,0,12.51592659,21.63529526,14.80947665,18.72921207,9.711771664,583.0875015,594.9739263,565.9960809,0.852510971,0.102147903,589.4135348,2.703802858,0.847231354,1.856571503,58.71578707,114471954,0.467227308,4.9988,0.001780697,1.001780697,7.636332749,587.125,5.070884224,22.825012,21.75,21,16.450012,579.9521461,592.5,560,570.4221368,589.650024,591.575012,579,100,86.66675556,88.87222615
6/9/2011,587.5,596.900024,587.5,593.174988,2693966,72858976.93,591.268753,90,0,12.29336212,21.5285321,14.00062297,21.1879768,10.39236281,585.237503,596.621424,569.4085808,0.873352593,0.167085745,591.9337084,3.456943256,1.369173735,2.087769521,59.84434922,117165920,0.59632803,147.4976,0.004189903,1.004189903,7.171213865,592.200012,7.430223482,20.899964,19.349976,21.950012,13.224976,581.5371448,596.900024,568.150024,573.3904607,590.700012,592.5,581.75,100,75.41234258,81.03954907
6/10/2011,593.275024,598.75,592.549988,594.599976,3774550,71580480.88,594.793747,90,0,11.85812283,20.72451929,17.25753674,9.127948594,10.77771203,587.2406235,598.3907225,572.1042727,0.855790852,0.127948293,593.7201077,4.130001877,1.921339363,2.208662514,70.23329749,120940470,0.711152608,42.4988,0.002402306,1.002402306,6.927087762,595.649994,10.26647264,18.625,21.399964,18.775024,17.775024,583.0802377,598.75,570,575.3916522,593.174988,596.900024,587.5,100,63.11089778,69.26162018
6/13/2011,594.599976,595.25,586.275024,587.650024,3229400,69340593.27,590.943756,80,40,11.65218377,20.932936,16.30807659,12.41872625,11.0504901,587.234375,598.0429464,574.7870584,0.55310576,0.078679199,589.6531516,4.062693537,2.349610198,1.713083339,66.22676797,117711070,0.698981126,-794.9952,-0.01168845,0.98831155,6.128464603,590.762512,13.16088627,9.075012,11.225036,6.400024,17.099976,583.8135733,598.75,570,577.5349363,594.599976,598.75,592.549988,17.01490399,11.02206529,37.06648154
6/14/2011,589,597.450012,589,595.525024,2125782,70497831.12,592.743759,70,30,11.42345721,22.98457434,15.44641949,19.6147799,11.837272,588.690628,599.613385,576.6066222,0.822297425,0.09053386,593.5873061,4.596828012,2.799053761,1.797774251,73.02500802,119836852,0.789519098,687.5,0.013400833,1.013400833,6.062814334,593.225006,14.73441551,7.825012,10.5,8.950012,10.5,585.1916707,598.75,570,579.1855878,587.650024,595.25,586.275024,53.11990218,82.7741381,46.8981017
6/15/2011,593,602.5,590.625,592.125,2812382,68395945.63,594.5625,60,20,11.45571027,21.28272925,24.59079087,7.211266142,12.10523719,590.7000045,600.2966671,576.8083377,0.652096709,0.019734089,592.607561,4.6987927,3.179001548,1.519791152,73.82486608,117024470,0.806073034,-440.0024,-0.005709288,0.994290712,6.189718267,596.5625,16.27522415,8.25,12.299988,16.5,13.549988,586.128456,602.5,570,579.8794014,595.525024,597.450012,589,69.84464069,23.14814815,52.96114313
6/16/2011,591.5,592.950012,574.125,575.575012,2337520,66418524.42,583.537506,50,10,11.98208896,18.89435706,35.02051329,29.9104053,13.97810354,589.8750075,601.6431467,573.8018605,0.063687843,-0.041714427,581.1957532,3.406059423,3.224413123,0.1816463,67.07585646,114686950,0.584822076,-1754.9988,-0.027950159,0.972049841,7.336823096,583.537506,14.45522278,-0.474976,-0.875,5.450012,8.5,585.4195283,602.5,570,579.7009581,592.125,602.5,590.625,0,5.110174449,14.1291613
6/17/2011,577.5,578.5,552,554.599976,3788146,63373705.87,565.649994,40,90,13.01908261,16.14728802,42.54768618,44.97897566,16.12808116,585.4937515,609.2359442,561.9190606,-0.154682305,-0.119071818,563.3765825,0.670387263,2.713607951,-2.043220688,58.5058433,110898804,0.115491847,-2197.5036,-0.036441881,0.963558119,12.46909366,565.25,8.882576918,-27.575012,-18,-5.5,7.5,582.745597,602.5,552,578.1200832,575.575012,592.950012,574.125,0,6.349145881,5.729660165
6/20/2011,557.5,559.5,529,534.650024,5310408,60030768.86,545.162506,30,90,14.26771957,13.68172089,36.05098059,44.97897566,18.27805878,578.487503,619.5830937,542.0669183,-0.095681892,-0.209930298,544.1297883,-3.095196805,1.551847,-4.647043805,47.2053369,105588396,-0.536191407,-2094.9952,-0.035971787,0.964028213,20.42730581,544.25,0.433015694,-55,-50,-32.075012,-24,578.3283371,602.5,529,576.7117596,554.599976,578.5,552,0,11.4141899,8.88166789
6/21/2011,537.5,555.349976,531.599976,553.375,3425946,62886932.87,544.456238,20,90,14.94502531,13.61032938,31.95878855,40.26511814,20.11307394,573.5125045,618.6680114,535.7269958,0.212777769,-0.1299264,550.3240801,-4.541393365,0.333198927,-4.874592292,50.34840678,109014342,-0.789005796,1772.4976,0.035022866,1.035022866,21.85687675,543.474976,-8.875445306,-37.325012,-50.150024,-37.150024,-48.450012,575.9259559,602.5,529,576.4734134,534.650024,559.5,529,48.41631767,79.91803279,45.66611134
6/22/2011,558,558.450012,540,541.75,3570834,59993492.42,549.550003,10,80,15.1953815,12.42993905,31.51392203,43.42809784,22.59491638,566.9062575,617.6196292,526.9853756,0.16290336,-0.167830046,544.5794464,-6.566927115,-1.046826281,-5.520100833,48.21959655,105443508,-1.145628949,-1262.5,-0.021007454,0.978992546,23.88422297,549.225006,-17.92970916,-51.424988,-47.5,-38.450012,-29.5,572.5191699,602.5,529,578.480962,553.375,555.349976,531.599976,61.69683956,37.80264578,58.86033928
6/23/2011,540.900024,550.5,535.049988,548.5,2428236,61793059.39,543.737503,0,90,15.2135694,20.8597129,29.22794363,16.70717161,23.76497264,562.0125045,612.8479705,522.8220367,0.285228514,-0.145804213,547.2062173,-7.559158809,-2.349292787,-5.209866023,47.12314523,107871744,-1.322720385,575,0.012459622,1.012459622,23.72391661,542.774994,-25.33110845,-46.099976,-57.5,-48.25,-52.375,569.862622,602.5,529,580.1750988,541.75,558.450012,540,36.73469388,57.47862481,47.64063529
6/24/2011,550,570.375,549.5,568.875,4151588,65348011.99,559.6875,20,80,15.6179573,22.05820095,26.43750498,9.030292366,23.59315002,558.6812515,606.6579569,523.8670551,0.543633949,-0.075765876,561.7243017,-6.634146797,-3.206263589,-3.427883208,53.58318514,112023332,-1.161230832,1937.5,0.037146764,1.037146764,21.81731825,559.9375,-26.12375586,-18.775024,-36.775024,-24.875,-44.599976,569.2388122,602.5,529,581.3738795,548.5,550.5,535.049988,100,95.75371694,76.61617087
6/27/2011,561,577.349976,561,575.299988,3125218,67689539.61,568.662491,10,70,15.67024435,22.07803538,24.46719852,5.132992024,23.05156703,556.578125,603.3632679,524.6917369,0.643285448,-0.032230453,570.8200115,-5.319267219,-3.628864315,-1.690402904,54.86698087,115148550,-0.930620578,542.4988,0.0112942,1.0112942,20.73176876,569.174988,-21.05603767,-20.225036,-28,-20.100036,-28,569.2430966,602.5,529,582.1526477,568.875,570.375,549.5,100,92.63917499,94.19644596
6/28/2011,580,581,567.825012,577,2133332,68527488.58,576.456253,0,60,15.49201175,24.63291591,22.98092541,3.469559381,21.96159183,556.7562485,596.8744542,527.4755458,0.713620075,0.006732596,574.9606038,-4.088001647,-3.720691781,-0.367309866,54.82370195,117281882,-0.714733073,70.0012,0.002955001,1.002955001,18.28821812,574.412506,-15.01448826,-15.125,-22.799988,-21.5,-13,569.4125011,602.5,529,582.7686831,575.299988,577.349976,561,100,80,86.31958749
6/29/2011,577.349976,589.450012,577.349976,584.924988,2958704,69273272.45,582.268738,0,50,15.24972777,26.30479414,21.67846644,9.641545068,21.13684671,560.546875,593.8618236,529.048174,0.862114915,0.005084197,581.6367412,-2.437763155,-3.464106056,1.026342901,55.05488203,120240586,-0.425535572,692.4988,0.013734815,1.013734815,17.07989636,583.399994,-8.851181659,9.349976,3.224976,-3.5,-14.150024,570.3441665,592.950012,529,581.4884358,577,581,567.825012,100,79.07503353,79.53751676
6/30/2011,584.900024,596,583.5,592.099976,5172916,71218269,589.125,90,40,15.05331864,26.16808994,20.39265206,12.40409329,21.37085705,567.728119,599.6475453,526.5674451,0.896721963,0.024668413,588.6471085,-0.533654074,-2.87801566,2.344361585,56.42598635,125413502,-0.092936192,617.4988,0.01226651,1.01226651,19.25829734,589.75,-0.226033047,37.5,31.5,17.5,7.400024,571.9723784,596,529,580.7310227,584.924988,589.450012,577.349976,100,79.08837007,79.0817018
7/1/2011,599,599,589.849976,595.950012,1920840,71858557.4,595.949997,90,30,14.63165474,25.48738062,19.48174418,13.35502186,21.4377353,573.0499955,608.0993642,526.3856334,0.851318107,0.053941931,593.5400539,1.285150402,-2.045382447,3.330532849,62.54065308,127334342,0.223218322,285.0036,0.006502341,1.006502341,21.53345879,594.424988,5.860435671,61.299988,60.849976,39.5,41.5,573.9280939,599,529,581.8275542,592.099976,596,583.5,100,80.32265806,79.70551407
7/4/2011,596.5,600,590,592.849976,1603734,71168944.08,594.837494,80,20,14.30082226,24.21435789,20.15693691,9.144247415,20.68984013,579.4374925,610.0919885,536.0329995,0.767185419,0.025753911,593.0777017,2.461418381,-1.144022282,3.605440663,58.33313476,125730608,0.426637124,-410.0036,-0.005201839,0.994798161,19.51625721,595,10.22580572,39.474976,58.400024,44.650024,59,575.4938059,600,531.599976,582.1412213,595.950012,599,589.849976,55.39562756,29.55658036,54.93961921
7/5/2011,594.900024,595.5,586.700012,589.724976,2061136,70524824.15,591.706253,70,10,13.90790552,23.6078947,19.24594012,10.17867969,20.90179824,584.5906145,612.3954886,540.9994946,0.682468002,-0.005928345,590.8313755,3.115413326,-0.29213516,3.407548486,52.69238496,123669472,0.539157247,-412.5,-0.005271148,0.994728852,18.81449639,591.100006,13.11734966,47.974976,46.700012,37.049988,36.900024,576.7110655,600,535.049988,581.0682312,592.849976,600,590,0,22.74411075,26.15034555
7/6/2011,589.125,596.450012,585.849976,591.400024,1490178,70595123.76,590.706253,60,0,13.67162913,24.15519213,18.18008502,14.11377819,19.77346773,587.4062425,609.4775422,553.8474458,0.675040681,-0.02836262,591.21237,3.733688329,0.513029538,3.220658792,57.31857829,125159650,0.64509621,67.5048,0.002840388,1.002840388,14.65981761,591.149994,14.38352631,42.900024,50.799988,45.950012,48.224976,578.0874966,600,535.049988,579.7416927,589.724976,595.5,586.700012,34.89648437,52.35876557,37.55143816
7/7/2011,591.549988,600,591.549988,597.950012,2602634,71934950.45,595.262497,50,0,13.29865648,23.05888556,21.07445293,4.496448036,16.88185861,590.2374955,605.1028366,568.1121538,0.806631722,-0.015394416,595.7265901,4.707230032,1.351869637,3.355360396,65.19410208,127762284,0.811420748,554.9988,0.011075394,1.011075394,9.747900844,595.774994,15.32051075,29.075012,42.049988,29.625,41.549988,580.0844026,600,549.5,577.752754,591.400024,596.450012,585.849976,100,85.51247687,68.93562122
7/8/2011,598,602.5,584.625,585.825012,3412060,68981017.77,592.737503,40,0,13.62553816,20.8981448,25.03652634,9.009276511,14.31259439,591.340622,602.6221995,573.9827933,0.413493863,-0.043570563,589.0925328,4.457388833,1.972973476,2.484415357,67.61796343,124350224,0.767825354,-1312.5,-0.020277615,0.979722385,7.547146194,593.5625,14.75279256,10.525024,23.625,25.150024,37,580.9038086,602.5,561,574.9957081,597.950012,600,591.549988,35.07358612,6.713353846,46.11291536
7/11/2011,585,588.900024,573.299988,578.325012,1822504,68332629.82,581.381256,30,0,13.76657372,19.20661585,31.96028091,24.92561766,13.21691578,590.515625,601.9046925,575.3053051,0.113525432,-0.017302876,581.8782939,3.613086783,2.300996137,1.312090645,61.67230772,122527720,0.622551587,-850,-0.012802458,0.987197542,7.00955407,581.100006,11.88125,1.325012,5.474976,7.900024,5,581.0507144,602.5,567.825012,573.3550678,585.825012,602.5,584.625,0,17.20897923,11.96116654
7/12/2011,567.849976,574.400024,556.049988,572.674988,4079404,71645046.9,567.743744,20,90,14.09396388,22.28572279,28.98802418,13.07160445,11.04859483,588.0875015,603.1314188,573.2135764,-0.018002248,0.019054297,575.7120789,2.45572668,2.331942246,0.123784435,60.67964706,118448316,0.423526034,-665.0024,-0.009769635,0.990230365,7.88404372,565.225006,6.772426471,-12.25,-21.299988,-15.049988,-9.5,580.7039275,602.5,556.049988,569.4414304,578.325012,588.900024,573.299988,0,50.60877254,33.90887589
7/13/2011,575,584,565.5,574.525024,3952600,71548912.84,574.756256,10,80,14.40868075,20.24188607,29.27913219,18.249314,11.15874785,585.409378,604.1538361,570.1111663,0.129656625,0.051394836,574.9167521,1.66305127,2.198164051,-0.535112781,67.88322741,122400916,0.287001323,85.0036,0.003230517,1.003230517,8.971031158,574.75,3.227721788,-17.574952,-18,-12,-9.900024,580.6421442,602.5,556.049988,564.8487472,572.674988,574.400024,556.049988,24.66694933,66.10027931,58.35452593
7/14/2011,575,579.299988,559.549988,561.849976,6937844,66226963.31,568.924988,0,70,14.79020355,22.97161355,26.48643972,7.106681204,11.02134706,581.534378,606.4443642,561.7706382,0.001775939,-0.002904718,566.1620121,0.004975479,1.759526336,-1.754550857,54.2753365,115463072,0.000860474,-1367.5048,-0.022061786,0.977938214,11.77256049,569.424988,-1.979778529,-34.100036,-30.299988,-19.700012,-24,579.4570228,602.5,556.049988,562.1440902,574.525024,584,565.5,12.73683512,9.406899269,37.75358929
7/15/2011,584,588.950012,570.549988,573.025024,7279700,60905686.8,579.131256,30,60,15.04804787,20.96528667,28.63501112,15.4630613,11.75920915,579.446884,603.5162407,560.1137641,0.297477492,-0.035541843,570.7602301,-0.411781836,1.325264702,-1.737046538,58.28930315,122742772,-0.07125965,1017.5048,0.019889737,1.019889737,11.43755683,579.75,-4.865440294,-19.824952,-19.450012,-11.049988,-12.5,579.4015491,602.5,556.049988,562.8738705,561.849976,579.299988,559.549988,46.85535857,45.83341837,27.62015882
7/18/2011,574,576,561.150024,562.525024,3125208,58359221.95,568.418762,20,50,15.03389988,19.48608677,27.10168201,16.34676963,12.67900988,575.837509,601.8972792,555.6677352,0.148331309,-0.02485401,565.242642,-1.576904785,0.744830805,-2.321735589,52.79436826,119617564,-0.273394352,-1150,-0.018323807,0.981676193,12.18255451,568.575012,-6.977057624,-27.199952,-25.549988,-19.5,-20.900024,578.258337,602.5,556.049988,568.2963531,573.025024,588.950012,570.549988,51.5572007,4.9460453,25.38973183
7/19/2011,560.799988,574.075012,560.125,570.025024,2195292,59279833.15,566.256256,10,90,14.95647932,19.0594683,25.29611581,14.060569,12.99465445,572.3468855,599.2078578,554.4171662,0.348462086,-0.054633191,568.4468379,-1.881376975,0.219589249,-2.100966224,51.97303274,121812856,-0.32644985,650,0.01333274,1.01333274,11.80338363,567.100006,-6.119704859,-21.375,-25.724976,-22.375,-28.325012,577.6966726,602.5,556.049988,570.4166726,562.525024,576,561.150024,41.66666667,62.36235591,33.6542006
7/20/2011,575,575.900024,562.5,566.224976,2807746,58033097.26,569.90625,0,80,14.84530394,17.8306173,24.85600088,16.45804676,13.28422255,569.896881,595.173713,553.4163014,0.306740148,-0.030039364,566.9581904,-2.406311623,-0.305590926,-2.100720697,49.29355607,119005110,-0.418046944,-480.0048,-0.006666458,0.993333542,11.00404418,569.200012,-6.848452635,-31.725036,-29.049988,-24.099976,-16.549988,576.693813,602.5,556.049988,575.6522892,570.025024,574.075012,560.125,66.37139948,38.66856875,50.51546233
7/21/2011,566,566.25,560.025024,561.275024,1850624,56925698.62,563.387512,0,90,14.22956623,19.48214458,24.07930815,10.55328342,13.08409838,567.7656325,585.6642119,555.5908049,0.189011478,-0.075249154,563.1504689,-3.192002351,-0.882873211,-2.30912914,45.10031918,117154486,-0.555512761,-594.9952,-0.008742023,0.991257977,7.925038597,563.137512,-7.5732276,-24.549988,-24.599976,-36.25,-32,575.1029819,602.5,556.049988,580.9434149,566.224976,575.900024,562.5,0,7.874015748,23.27129225
7/22/2011,563.375,570.650024,563.25,566.700012,2090442,56784452.99,565.993759,0,80,13.74174178,18.73276808,24.02374928,12.37467767,13.31484339,567.0187605,579.9068033,557.5232135,0.409978854,-0.136749755,565.5286628,-3.345575806,-1.37541373,-1.970162076,49.21012518,119244928,-0.582800783,442.4988,0.009665472,1.009665472,5.898593813,566.950012,-9.837637318,-11.625,-10.049988,-18.25,-21.625,573.9679829,588.950012,556.049988,583.0521336,561.275024,566.25,560.025024,52.28934336,62.82341647,35.34871611
7/25/2011,567.5,572,561.575012,569.950012,4740714,59660722.29,567.756256,30,70,13.5048308,19.80227276,22.69910531,6.815855575,13.07464167,566.446884,577.1575878,558.597429,0.61166411,-0.124986236,568.4909668,-3.171847076,-1.734700399,-1.437146677,56.2926981,123985642,-0.552813634,225,0.005734957,1.005734957,4.891031281,566.787506,-9.651020871,-2.724976,5.525024,-2.400024,-0.349976,573.1528647,588.950012,556.049988,584.3060129,566.700012,570.650024,563.25,100,80.33582389,71.57962018
7/26/2011,569.900024,575.974976,563.625,572.325012,3968722,61283578.61,570.456253,20,60,13.42234117,19.21926827,21.20727803,4.917584968,12.41777073,567.7562635,577.0523297,558.6326919,0.743354469,-0.109634945,571.0597771,-2.811210121,-1.950002344,-0.861207778,58.36761099,127954364,-0.49004513,137.5,0.004167032,1.004167032,4.854000782,569.799988,-8.601465294,-2.200012,-1.875,-8.025024,-5.099976,572.5894132,588.950012,559.549988,585.7281226,569.950012,572,561.575012,100,74.65296441,77.49439415
7/27/2011,574.474976,577.325012,569.075012,573.575012,2024290,61467604.98,573.612503,10,50,13.05288823,18.35159515,25.1338242,15.59655893,13.21063579,567.825012,576.6955205,558.7994987,0.825631164,-0.119831696,572.7449845,-2.396608902,-2.039323655,-0.357285247,57.8002077,129978654,-0.417777097,25,0.002184074,1.002184074,4.716015825,573.200012,-7.242641765,11.725036,9.525024,-1.974976,-0.525024,572.167271,588.950012,559.549988,585.9861865,572.325012,575.974976,563.625,100,72.6277612,73.64036281
7/28/2011,570,572.450012,560.150024,564.775024,4093814,60452475.24,566.843765,0,40,12.99910964,17.11126625,23.43510492,15.59655893,13.68115596,568.106262,576.3674732,559.7125556,0.30396238,-0.168059322,567.405111,-2.747701285,-2.180999181,-0.566702104,57.20384321,125884840,-0.479499263,-979.9988,-0.015342349,0.984657651,4.388956151,566.300018,-5.746905976,-8.25,-10.399964,-16.5,-14,570.9610823,588.950012,560.025024,584.8801151,573.575012,577.325012,569.075012,12.4378258,26.92869422,49.77822771
7/29/2011,566.5,571,560.825012,568.5,1719138,61326826.99,566.706253,70,30,12.79738667,18.34418689,22.10418636,9.295798981,12.56474034,567.915634,575.2472798,559.9277442,0.559563686,-0.164924771,568.1386866,-2.69839087,-2.284477519,-0.413913351,60.73092176,127603978,-0.471155182,272.4976,0.006595504,1.006595504,4.037052097,565.912506,-5.223524647,5.974976,-0.325012,-5,-7.5,570.2397721,577.325012,560.025024,582.707132,564.775024,572.450012,560.150024,29.74041283,67.88604997,47.40737209
8/1/2011,571.200012,574.950012,562.549988,567.625,1982346,60967127.8,569.081253,60,20,12.76900362,17.0717509,21.36806426,11.17672742,12.42939198,568.090637,574.9808737,561.2141455,0.465677422,-0.15881676,567.7945166,-2.701077883,-2.367797592,-0.333280291,67.38596901,125621632,-0.471918118,-187.5,-0.001539138,0.998460862,3.627851396,568.75,-4.111172729,-2.400024,2.424988,0.875,10.400024,569.5658428,577.325012,560.025024,580.780227,568.5,571,560.825012,80.97816163,48.14150796,58.01377897
8/2/2011,565.25,567,561.125,565.325012,2025292,61837580.72,564.675003,50,10,12.27657479,16.48819738,28.4632484,26.63996854,13.02872445,568.5968855,574.5618915,560.6931253,0.333979723,-0.135314155,566.1399485,-2.858839689,-2.466006011,-0.392833678,61.71629221,123596340,-0.499911641,-329.9988,-0.00405195,0.99594805,3.654740782,564.0625,-4.302787976,-0.899964,-1.375,-8.900024,-9.75,568.792986,577.325012,560.025024,579.267339,567.625,574.950012,562.549988,0,30.37980727,39.26065761
8/3/2011,560,562.849976,547.674988,555.174988,3064246,61802245.85,556.424988,40,90,12.4836043,15.05655844,27.20771899,28.75042776,14.57470635,567.1562575,576.74214,556.3028792,-0.055182581,-0.133681926,558.793425,-3.7655345,-2.725911709,-1.039622791,67.35586067,120532094,-0.659809313,-1115.0024,-0.017954316,0.982045684,5.386218168,555.262482,-7.058675624,-6.100036,-12.350036,-3.400024,-6,567.1696506,577.325012,547.674988,577.2064696,565.325012,567,561.125,0,38.80980772,34.5948075
8/4/2011,555.025024,559.75,545.549988,547.924988,3049294,59772961.3,552.0625,30,90,12.60620485,13.8451181,42.89528201,51.19837691,17.12722889,564.4031295,580.1756543,550.1993577,-0.075872271,-0.183656812,551.5115722,-5.022738635,-3.185277094,-1.837461541,55.92034417,117482800,-0.88256624,-825,-0.013058946,0.986941054,7.899447757,552.649994,-9.418092012,-18.775024,-17.700012,-10.900024,-8.349976,565.0283391,577.325012,545.549988,572.9752487,555.174988,562.849976,547.674988,0,13.72833322,26.26907047
8/5/2011,536.575012,537,514,528.974976,5269388,61365221.9,529.137497,20,90,13.34861879,12.1411552,46.0171123,58.24787867,20.12016525,558.984375,587.7083726,535.1216322,-0.116886046,-0.111867679,536.4120527,-7.479820709,-4.044185817,-3.435634892,53.46763447,112213412,-1.320830111,-1995.0012,-0.034585048,0.965414952,13.85782288,525.5,-16.94912262,-40.975036,-47.575012,-35,-30.924988,561.320479,577.325012,514,570.2413164,547.924988,559.75,545.549988,0,32.73218798,23.2302606
8/8/2011,505.600006,516.674988,498.299988,502.674988,6549306,57934633.04,505.8124925,10,90,13.70764602,10.97864589,54.35153153,66.39027683,23.85800153,550.121872,597.8305333,511.5444667,-0.102791552,-0.142819013,513.8082194,-11.44760501,-5.524869656,-5.922735355,44.04895667,105664106,-2.037508075,-2729.9988,-0.049718775,0.950281225,22.73837508,507.487488,-28.14316949,-69.650024,-65.325012,-59.299988,-64.300018,555.3785726,577.325012,498.299988,568.3142785,528.974976,537,514,0,11.30490606,22.01854702
8/9/2011,482.5,492.600006,473.850006,482.399994,8159270,57216606.84,482.8375015,0,90,14.06781416,16.73723058,49.17715057,49.21523866,26.19780095,539.8249933,604.8863966,486.5035998,-0.034663869,-0.18766194,492.7647084,-16.08593817,-7.637083358,-8.44885481,34.42625082,97504836,-2.891685734,-2127.4994,-0.040334201,0.959665799,31.19660615,483.225006,-42.36949182,-91.175018,-95.225006,-84.725006,-91.974976,547.8659526,577.325012,473.850006,567.0530168,502.674988,516.674988,498.299988,0,19.9649541,15.63493008
8/10/2011,499.5,506,486.899994,492.024994,5949080,54460094.94,496.106247,20,80,14.42725644,15.15450611,47.20031461,51.39267202,29.11490013,530.2656175,601.406068,473.6739248,0.143668373,-0.216638406,492.2690997,-18.81363818,-9.872394323,-8.941243857,42.26143798,103453916,-3.409599746,862.5,0.019952322,1.019952322,33.66037525,496.449997,-52.76948891,-72.75003,-73.25003,-66.450012,-70.5,541.6998801,574.950012,473.850006,564.7719562,482.399994,492.600006,473.850006,32.19064191,56.53185503,38.24840457
8/11/2011,490,491.700012,481.5,489.174988,2900464,55924532.95,488.09375,10,70,14.12531041,14.37284873,51.21315297,56.17098663,32.24320791,520.459366,596.9817197,462.9782659,0.195492887,-0.137651363,490.1960449,-21.00034232,-12.09798392,-8.902358395,37.90880491,100553452,-3.83636772,-385.0006,-0.005792401,0.994207599,35.3130107,486.600006,-63.82250139,-79.325012,-79.325012,-79.299988,-76.5,535.6552358,574.950012,473.850006,564.9107706,492.024994,506,486.899994,77.15427151,31.32648163,43.92916833
8/12/2011,495.274994,495.950012,468.75,473.575012,4169084,53234557.14,483.3875045,0,60,15.05921766,12.5185423,44.60591174,56.17098663,35.76857442,508.990616,589.8264703,451.1485177,0.161716364,-0.106938904,479.0599528,-23.75642642,-14.42967242,-9.326754001,29.46056514,96384368,-4.381214306,-1659.9976,-0.031890379,0.968109621,36.5448493,482.350006,-69.89882425,-94.049988,-93.799988,-79,-75.925018,528.4709509,574.950012,468.75,562.3492345,489.174988,491.700012,481.5,0,17.73900688,24.53274426
8/16/2011,483.5,489.174988,478.024994,486.799988,2983568,54947097.73,484.3749925,0,50,14.7799874,19.3468911,42.20229646,37.13356142,38.06971559,500.443741,576.5279042,448.2820814,0.300344337,-0.047660612,484.2457764,-24.62767035,-16.46927201,-8.158398344,27.39329409,99367936,-4.574628353,1222.4976,0.027925832,1.027925832,33.79574172,483.599991,-72.00536733,-78.525024,-83.100006,-77.825012,-81.75,523.019759,567,468.75,561.6774299,473.575012,495.950012,468.75,45.88030537,66.36022072,42.0496138
8/17/2011,487.25,504.700012,485,499.950012,4557892,57307022.85,494.225006,0,40,15.13141773,17.54773013,41.11002913,40.16910857,39.82489771,494.446869,559.5576352,452.1773504,0.444892297,-0.026675921,494.7676143,-24.00579622,-17.97657685,-6.029219369,30.15037787,103925828,-4.481492373,1215.0024,0.027013197,1.027013197,28.29718964,494.850006,-67.07595592,-55.224976,-62.674988,-58.149964,-72.75,519.1815458,562.849976,468.75,559.1872917,486.799988,489.174988,478.024994,100,82.19307668,74.2766487
8/18/2011,502.950012,504.649994,479,481.174988,3619896,54301024.09,491.9437485,0,30,15.88274461,15.52352451,48.2855072,51.34380168,42.37827219,488.4718705,542.4559876,454.478998,0.303442868,-0.049916135,485.6605547,-24.76414578,-19.33409064,-5.430055141,30.73112011,100305932,-4.65621951,-1977.5024,-0.037553802,0.962446198,23.1839724,491.824997,-65.12080877,-66.75,-66.549988,-55.100006,-52.075012,513.8889255,559.75,468.75,556.9657122,499.950012,504.700012,485,41.19030299,8.462984375,45.32803053
